"","Scenario","MelhorEstrategia","CasoInteresse","sNPVProfit1RegretPerc","Lever","aFractionalDiscardRate","aReferenceIndustryDemandElasticity","aReferencePopulation","aInnovatorAdoptionFraction","aWOMStrength","aPopulation","aVolumeReportingDelay","aCapacityAcquisitionDelay","aSensOfAttractToAvailability","aSensOfAttractToPrice","aLCStrength","aRatioOfFixedToVarCost","aNormalProfitMargin","aNormalCapacityUtilization","aWeightOnSupplyLine","aSensOfPriceToCosts","aSensOfPriceToDSBalance","aSensOfPriceToShare","aTempoMedioRealizacaoPeD","aCustoMedioPatente","aTempoMedioAvaliacao","aTaxaRejeicao","aTempodeInutilizacaoPatente","aPerfSlope","aSensOfAttractToPerformance","aInitialReorderShare","aPercPeDAberto2","aPercPeDAberto3","aPercPeDAberto4","aOrcamentoPeD2","aOrcamentoPeD3","aOrcamentoPeD4","aDesiredMarketShare2","aDesiredMarketShare3","aDesiredMarketShare4","aSwitchForCapacityStrategy2","aSwitchForCapacityStrategy3","aSwitchForCapacityStrategy4"
"65",42,2,0,0.102362338944207,37,0.334012766807262,0.233381210846128,48389.2218277615,0.00291778208310949,0.492883564025862,273234.473964993,0.258764900686074,1.19794752777205,-4.03104161721654,-11.18632926099,0.910461735303281,4.32848092643777,0.12030812455737,0.851787890013773,0.911108936654637,0.562334394688951,0.220635648120951,-0.10725406220986,6.50795142839197,1622364.79712301,2.01317343844566,0.430203789274674,13.9668126182281,0.0192406702110311,-2.57370985543821,0.813857003328356,0.863308131539961,0.676020509188529,0.732060229578055,0.0949885560522089,0.0969104277680162,0.117973463888746,0.341687605729996,0.208398294429411,0.289007684446243,2.45474561122938,1.78761660064966,1.71743791792259
"66",42,8,0,0.102362338944207,37,0.334012766807262,0.233381210846128,48389.2218277615,0.00291778208310949,0.492883564025862,273234.473964993,0.258764900686074,1.19794752777205,-4.03104161721654,-11.18632926099,0.910461735303281,4.32848092643777,0.12030812455737,0.851787890013773,0.911108936654637,0.562334394688951,0.220635648120951,-0.10725406220986,6.50795142839197,1622364.79712301,2.01317343844566,0.430203789274674,13.9668126182281,0.0192406702110311,-2.57370985543821,0.813857003328356,0.863308131539961,0.676020509188529,0.732060229578055,0.0949885560522089,0.0969104277680162,0.117973463888746,0.341687605729996,0.208398294429411,0.289007684446243,2.45474561122938,1.78761660064966,1.71743791792259
"67",42,14,0,0.102362338944207,37,0.334012766807262,0.233381210846128,48389.2218277615,0.00291778208310949,0.492883564025862,273234.473964993,0.258764900686074,1.19794752777205,-4.03104161721654,-11.18632926099,0.910461735303281,4.32848092643777,0.12030812455737,0.851787890013773,0.911108936654637,0.562334394688951,0.220635648120951,-0.10725406220986,6.50795142839197,1622364.79712301,2.01317343844566,0.430203789274674,13.9668126182281,0.0192406702110311,-2.57370985543821,0.813857003328356,0.863308131539961,0.676020509188529,0.732060229578055,0.0949885560522089,0.0969104277680162,0.117973463888746,0.341687605729996,0.208398294429411,0.289007684446243,2.45474561122938,1.78761660064966,1.71743791792259
"68",43,31,1,0.261120045858934,37,0.223503924147498,0.910347054174636,42123.213444167,0.00534050719887251,1.15152161185793,222100.43645096,0.371785491952178,0.975871520476649,-4.62401686306577,-4.65635108016431,0.96989870948554,2.88741744560888,0.124490465622279,0.734886633296497,0.83647970351507,0.541621575430036,0.308563698619255,-0.0912123250294244,3.30962698397343,1881066.06496847,1.79375210647704,0.204317649331875,11.3515392361907,0.0324431632357882,-5.52885862820782,0.606126593702158,0.484513885484776,0.472923678801162,0.158768812448252,0.101870529168285,0.0610192093884107,0.139116246091551,0.317487114958832,0.186364982162195,0.300605468770908,2.20277104049791,1.33935537315169,0.895152697453741
"69",44,13,1,0.479470849041415,37,0.138053776551853,0.198799771291669,45404.0949957853,0.00273095805167919,1.42274016667961,184027.452346689,0.323452264335501,1.22754654849414,-4.31600021625403,-10.8317782003433,0.962394326451118,4.00116030178964,0.164943263160996,0.913472373806173,0.778298417344922,1.34878387493314,0.314087510950048,-0.13971762831707,4.86582007289981,3097798.06509381,1.78260386792477,0.450260585796554,6.33368466722313,0.0318338126108283,-5.55151547401678,0.655803480901779,0.616877549935598,0.846530901863007,0.9932096531766,0.0715487337049562,0.122576904532965,0.0591801067064516,0.323408693774464,0.219021624853194,0.292611688596755,1.27030992268362,0.557585652208375,1.66496253199077
"70",45,13,1,0.508531931607968,37,0.123940529748603,0.112169806456659,84550.9123270458,0.000768657417520881,0.621632522099302,171665.663562937,0.313342483383458,0.677699336668011,-2.99100997983478,-10.4941304983851,0.727641378707951,4.06199404900661,0.112594554031035,0.857863423855859,0.522240028104279,1.3366577657382,0.140951145050349,-0.109426381829777,3.18384198685526,2245931.47407635,1.66521006971132,0.333128408399876,11.2232453127275,0.0351976375008235,-4.71728694064077,0.821251437818783,0.901879751174711,0.690028219915694,0.904835426285863,0.0520384623254649,0.130624873897876,0.134822237539105,0.365483102193498,0.207763602768013,0.290568990435428,1.80434337088902,0.776339652511105,1.92977333912783
"71",46,43,0,0.0228173776053557,37,0.4835866861596,0.726831309727859,33978.4317170561,0.00348703312807018,0.859375549005577,180651.866780094,0.310093929179566,1.28679043767159,-4.86025528728496,-9.52182543903589,0.967079529418843,3.70366114535602,0.127358355006087,0.77722489660373,0.96036859010288,0.998944098737556,0.194040570220968,-0.128603212141665,7.02170283463201,2134423.33237384,2.12436061465647,0.438374440475833,13.2290109590162,0.0487265916613784,-5.7645389414439,0.278142332240939,0.823124809857691,0.43523557577515,0.49074747044011,0.116489930242533,0.103774728784454,0.082935471230885,0.419061674802046,0.172052646687487,0.299311579653388,0.837876096735103,2.06914198079926,2.30217695266256
"72",47,2,1,0.482872406941653,37,0.113099217956886,0.101099204021739,48136.2308955868,0.00429583872535033,0.770604828823358,262840.422745791,0.307794646056573,1.45953178946627,-5.68083902925719,-4.06283281074837,0.909261528680916,3.9100902843615,0.184125235460699,0.779963552249828,0.784166304644314,0.75413174803718,0.306483685520652,-0.125288895445876,6.75105027488316,3807407.42525551,2.63044385644607,0.303106005583424,9.11385187399574,0.0416521619088405,-3.60207398830913,0.632299510505958,0.73200758093386,0.534256127320696,0.537544258240378,0.145080252817366,0.0683977929445682,0.149088316422538,0.358824967765209,0.166281378764746,0.412886709488649,1.46420893230608,0.856899945517233,1.04059869946133
"73",47,8,1,0.482872406941653,37,0.113099217956886,0.101099204021739,48136.2308955868,0.00429583872535033,0.770604828823358,262840.422745791,0.307794646056573,1.45953178946627,-5.68083902925719,-4.06283281074837,0.909261528680916,3.9100902843615,0.184125235460699,0.779963552249828,0.784166304644314,0.75413174803718,0.306483685520652,-0.125288895445876,6.75105027488316,3807407.42525551,2.63044385644607,0.303106005583424,9.11385187399574,0.0416521619088405,-3.60207398830913,0.632299510505958,0.73200758093386,0.534256127320696,0.537544258240378,0.145080252817366,0.0683977929445682,0.149088316422538,0.358824967765209,0.166281378764746,0.412886709488649,1.46420893230608,0.856899945517233,1.04059869946133
"74",47,14,1,0.482872406941653,37,0.113099217956886,0.101099204021739,48136.2308955868,0.00429583872535033,0.770604828823358,262840.422745791,0.307794646056573,1.45953178946627,-5.68083902925719,-4.06283281074837,0.909261528680916,3.9100902843615,0.184125235460699,0.779963552249828,0.784166304644314,0.75413174803718,0.306483685520652,-0.125288895445876,6.75105027488316,3807407.42525551,2.63044385644607,0.303106005583424,9.11385187399574,0.0416521619088405,-3.60207398830913,0.632299510505958,0.73200758093386,0.534256127320696,0.537544258240378,0.145080252817366,0.0683977929445682,0.149088316422538,0.358824967765209,0.166281378764746,0.412886709488649,1.46420893230608,0.856899945517233,1.04059869946133
"75",48,1,0,0.235654013407447,37,0.252731652464174,0.995556537623052,37207.3464261193,0.000229377446731087,0.632218949831789,144517.101748775,0.367446627040772,1.29337850606069,-5.55180912946817,-6.28142707287334,0.783712622184423,3.19962015910191,0.183499846271938,0.934013615846401,0.697690575461602,0.757896873678546,0.126255306001403,-0.0730984829923837,6.16385270712781,4246338.33416621,2.1772364482726,0.470169937649742,7.27281767571112,0.0169959122640236,-5.59715040262789,0.682426620307099,0.875579678486101,0.91616431132541,0.245837681849953,0.0924279472668422,0.0941265393125359,0.0581072836337844,0.384217290340003,0.151803246196039,0.376472270838241,1.12665335620146,1.77357248593057,1.82038812998326
"76",49,31,0,0.186892574585882,37,0.487138912447263,0.162714295581682,90287.4149837007,0.00545135260010138,0.318700885295402,264276.436646306,0.303458293079893,1.02568601278006,-2.82702773885336,-8.48773026606999,0.91801672239718,4.17768349057529,0.152879614804173,0.775218065609806,0.677950404994772,1.42774945589364,0.313715600915893,-0.0749397275178926,3.6444843835081,1736111.54762912,1.42345305523602,0.353463169609662,6.29968854984036,0.0246395180640975,-5.38325600831769,0.406692079945269,0.461102816844359,0.353144593064208,0.0932234065595549,0.0913799536150182,0.132491659548716,0.0784525832140353,0.342518920153979,0.194607729615091,0.410901481974032,2.06990747389088,2.34599031362084,1.74637590305473
"77",50,13,1,0.473458105099375,37,0.184498268641842,0.387597858308582,51980.4723539855,0.00335840144135524,1.51721325026546,160687.671087786,0.260201708532695,1.10926675005234,-2.67942447701003,-10.1325617631711,0.803125189514831,2.59005456481129,0.133570581891225,0.996773673391086,0.926499706260511,1.04363381031784,0.315199540464091,-0.105151914801332,6.48608163896133,4403507.84508744,1.68832436386729,0.376833153677639,8.84701114359777,0.0290852286703885,-2.3522189020412,0.73309685631349,0.060407886285102,0.587511486801086,0.054391893830616,0.138489314460661,0.146971312969225,0.0957724238015944,0.345416047639906,0.196614559508453,0.351714779997012,0.96866357778213,1.2835041149645,2.45879964653363
"78",51,13,1,0.270703694077501,37,0.228655726527989,0.324492538393242,96446.2433951849,0.00576175615790533,1.16540805303247,131415.50032538,0.26859853549322,0.604636363286991,-3.43976565917488,-6.76946336992085,0.824979425952537,4.03693660857039,0.112493311898899,0.938093702929444,0.716990093270433,0.703531630592188,0.159190299571783,-0.0741608291261364,4.52337774735643,4240511.71554951,1.86060059990967,0.300814950191882,7.68467998055276,0.0202143926832748,-3.14496960973367,0.591752382411144,0.717302077742061,0.688868990445044,0.643872226059902,0.102915353339748,0.0993388795293867,0.142062888713786,0.329572543283366,0.196985585836926,0.30468756195975,1.99428426150046,0.706244922759465,0.820483463783807
"79",52,1,1,0.25430395631324,37,0.470853066839976,0.359759146044962,26363.4118307382,0.00562645628370345,1.33506062265474,143966.265542624,0.325969365727069,0.938503972740145,-3.40584970756434,-9.88054017890245,0.949638712017331,4.02711651694612,0.198558556275791,0.905752157937503,0.830367661482305,1.39402444990934,0.154133974856522,-0.0578829770999728,7.09419577681692,3136283.56323112,2.6738153099292,0.330072348892689,14.6318925298634,0.0397438935021637,-4.43368236543611,0.828464857697825,0.317140769204125,0.896610975119984,0.275420439083828,0.0615673131828662,0.0722945495992899,0.0682709790434455,0.384559201424255,0.154994764077128,0.3158020359813,1.53348936102974,0.959894689087546,1.73165411751781
"80",53,31,1,0.256192994680795,37,0.0915521918519711,0.378413977338932,85872.8726337431,0.00569118970623706,1.26642987767758,150107.969835835,0.290088842841069,0.819058681007009,-5.15380381507799,-11.7780060073175,0.820919894238818,2.14739271539147,0.104476104861475,0.706612803931464,0.884067943691043,1.41895561606623,0.259809966606263,-0.0768816393144661,4.88512516015908,2871495.1518306,1.62795828415081,0.48718573488621,5.22524221895728,0.0212715560328216,-2.71942984325811,0.610784934942727,0.201034823526861,0.850504810585408,0.135979856320191,0.143078810344567,0.112853077880107,0.0806208729447098,0.434921003115067,0.203898936968471,0.40482659347367,1.24151790372892,1.14531934901448,2.16911673324695
"81",54,31,0,0.0748887499692301,37,0.130324173589974,0.785402383654145,67309.0649656078,0.00439627312633675,0.498671896515065,77394.5243251405,0.344067918065557,1.0320160703396,-3.65332164859399,-10.015025120629,0.888594347256818,2.40104117544251,0.19410206580325,0.803704959071591,0.761325155434315,0.530830714774784,0.137060196656967,-0.147475294291624,4.7180606364971,3348767.33362908,2.37605252298992,0.555619684732053,12.2771392648225,0.0483628138397277,-5.40912114526611,0.764083282249316,0.174535490545677,0.857170244860463,0.134918842150364,0.13582156138774,0.0840897773572942,0.0929754364078399,0.416312682417198,0.180943584075139,0.404487002561241,1.83095492637424,2.37760020534887,0.516008968535566
"82",55,31,0,0.0967107937096767,37,0.314614905900244,0.661465723623987,73627.0828898705,0.00588264280744828,0.512744026699569,98045.8577066951,0.309593930736737,1.17445376923075,-3.13069546088576,-9.02798148076981,0.833751012757886,3.04919329025899,0.150658658938599,0.789316639054799,0.719416916698101,0.504660473265685,0.155403842284577,-0.116462606942048,6.14254139400437,1761448.74837133,2.9108821063349,0.321141790405847,13.6300406055874,0.0167253337337558,-3.19220237891655,0.790273131719604,0.269107040183153,0.0646561600535642,0.318908789671259,0.0510218347470509,0.11747691090405,0.0743435146587435,0.30199980393271,0.19209187032617,0.322429529894795,0.643819451822259,0.530444278651895,0.85322869195356
"83",56,2,0,0.24837991474908,37,0.370853517097615,0.20247897302499,56363.546529843,0.00407902271649102,0.541195821549394,278641.395675672,0.2606904237665,0.96726577638532,-5.48006785040256,-8.68088620693423,0.944902956852806,1.80678236127365,0.105090951964143,0.912698443521513,0.638569613916916,0.594869659460383,0.361154471425107,-0.0923612313133199,6.65414444572525,3615857.62297385,2.7171897651488,0.492344005317427,13.8741333013284,0.032327596215376,-2.18925949395634,0.371215768827544,0.0918583839666098,0.211187228685012,0.357957262701821,0.120139941170812,0.149043639249867,0.0564863309356151,0.318718354161538,0.1645843424224,0.296751406469662,1.64174664046937,1.42235249805768,1.69461222490971
"84",56,8,0,0.24837991474908,37,0.370853517097615,0.20247897302499,56363.546529843,0.00407902271649102,0.541195821549394,278641.395675672,0.2606904237665,0.96726577638532,-5.48006785040256,-8.68088620693423,0.944902956852806,1.80678236127365,0.105090951964143,0.912698443521513,0.638569613916916,0.594869659460383,0.361154471425107,-0.0923612313133199,6.65414444572525,3615857.62297385,2.7171897651488,0.492344005317427,13.8741333013284,0.032327596215376,-2.18925949395634,0.371215768827544,0.0918583839666098,0.211187228685012,0.357957262701821,0.120139941170812,0.149043639249867,0.0564863309356151,0.318718354161538,0.1645843424224,0.296751406469662,1.64174664046937,1.42235249805768,1.69461222490971
"85",56,14,0,0.24837991474908,37,0.370853517097615,0.20247897302499,56363.546529843,0.00407902271649102,0.541195821549394,278641.395675672,0.2606904237665,0.96726577638532,-5.48006785040256,-8.68088620693423,0.944902956852806,1.80678236127365,0.105090951964143,0.912698443521513,0.638569613916916,0.594869659460383,0.361154471425107,-0.0923612313133199,6.65414444572525,3615857.62297385,2.7171897651488,0.492344005317427,13.8741333013284,0.032327596215376,-2.18925949395634,0.371215768827544,0.0918583839666098,0.211187228685012,0.357957262701821,0.120139941170812,0.149043639249867,0.0564863309356151,0.318718354161538,0.1645843424224,0.296751406469662,1.64174664046937,1.42235249805768,1.69461222490971
"86",57,7,0,0.230134936462598,37,0.420636840947438,0.157469383906573,93683.8083076,0.00136993133515818,1.23104477306723,74470.9617369089,0.308822733080597,1.13290334179183,-4.7195521364687,-8.11399879097007,0.899717693311162,2.21798687420203,0.101569448498078,0.979571227798471,0.962905734450906,1.3102365639538,0.252880810224451,-0.0636566675880458,5.38061629119911,3950287.64692135,2.14985519217793,0.48820767321391,13.6810013232403,0.0190305753906335,-5.02504236570094,0.27468700636999,0.496632171561942,0.185646415848751,0.885072832555743,0.142534411550849,0.119690897743567,0.108809414943098,0.353254849879636,0.193596612415393,0.343661031790194,2.37198890251893,2.10566260296549,0.686173766073666
"87",58,13,1,0.44538897764522,37,0.304221580283639,0.513613638420356,95439.3323866825,0.000724406914107967,1.46017327161483,69943.1101070702,0.290934582485352,0.670762570605148,-5.40359534571413,-7.44129188111983,0.9752805710549,3.60207010507118,0.172528161597205,0.988100960875512,0.988749089188059,1.3237954757351,0.2051890318183,-0.133750811080448,7.26207476832205,3817709.4827313,2.55644163221586,0.432072368762456,8.76847467690241,0.0309540301967645,-4.8227740482334,0.112094795083604,0.416072239328641,0.0758344279276207,0.331215815327596,0.111416388833895,0.132906437496189,0.0732101795026101,0.333268963486206,0.204643834513641,0.31333271772461,0.923162176418444,1.80598881470038,2.0575981402469
"88",59,2,1,0.278768029938399,37,0.0899950534623737,0.252566553811776,28512.8786270798,1.01635033870116e-05,1.37879847917287,87112.3205474016,0.302193518230924,1.13661829249468,-3.01241619899403,-7.62482591689564,0.957144511504681,2.06573497380596,0.159717556339572,0.911315078647109,0.654302732541691,1.10312155988184,0.223214902853651,-0.12458263941342,6.00028984266683,1808429.7831764,1.43925104615977,0.216985838191118,11.8561433083029,0.0431296500210883,-5.36807107733563,0.873664922948065,0.582853266749298,0.868331610177411,0.880289344730554,0.0900469470958924,0.0742167020823108,0.136432911176002,0.401336474759295,0.214742614049348,0.407624716734281,0.704826591213571,1.6474427703223,0.936819990160572
"89",59,8,1,0.278768029938399,37,0.0899950534623737,0.252566553811776,28512.8786270798,1.01635033870116e-05,1.37879847917287,87112.3205474016,0.302193518230924,1.13661829249468,-3.01241619899403,-7.62482591689564,0.957144511504681,2.06573497380596,0.159717556339572,0.911315078647109,0.654302732541691,1.10312155988184,0.223214902853651,-0.12458263941342,6.00028984266683,1808429.7831764,1.43925104615977,0.216985838191118,11.8561433083029,0.0431296500210883,-5.36807107733563,0.873664922948065,0.582853266749298,0.868331610177411,0.880289344730554,0.0900469470958924,0.0742167020823108,0.136432911176002,0.401336474759295,0.214742614049348,0.407624716734281,0.704826591213571,1.6474427703223,0.936819990160572
"90",59,14,1,0.278768029938399,37,0.0899950534623737,0.252566553811776,28512.8786270798,1.01635033870116e-05,1.37879847917287,87112.3205474016,0.302193518230924,1.13661829249468,-3.01241619899403,-7.62482591689564,0.957144511504681,2.06573497380596,0.159717556339572,0.911315078647109,0.654302732541691,1.10312155988184,0.223214902853651,-0.12458263941342,6.00028984266683,1808429.7831764,1.43925104615977,0.216985838191118,11.8561433083029,0.0431296500210883,-5.36807107733563,0.873664922948065,0.582853266749298,0.868331610177411,0.880289344730554,0.0900469470958924,0.0742167020823108,0.136432911176002,0.401336474759295,0.214742614049348,0.407624716734281,0.704826591213571,1.6474427703223,0.936819990160572
"91",60,43,0,0.0209412525719674,37,0.208685738203426,0.732139180051163,38232.87603879,0.00125392022210872,0.654909788663499,75011.1590205805,0.296608724064718,1.09276153002982,-3.60346401177347,-6.07592191261239,0.894393952360609,3.47741193383234,0.104822829778423,0.741701395190903,0.542923324875883,1.06741374340607,0.222342862271762,-0.129288203849341,4.18594766939059,2762712.90259436,1.22964223809307,0.254376226260327,6.03939961593133,0.0377104217896316,-2.69201153421775,0.193674065306992,0.950167241620365,0.804929189585382,0.3290933283919,0.108252207633574,0.0888906753082992,0.0901119786115596,0.376688399802393,0.168015296633472,0.353154967855685,1.97013860099758,2.07433182665766,1.34865957148134
"92",61,49,0,0.0212326060574455,37,0.288461740087951,0.633467397491913,43672.8141723725,0.000461170989261009,1.09925443640084,113251.072390233,0.300413369769085,0.873604520705994,-3.51938001389615,-10.6541520032194,0.848823260028497,2.54750498526497,0.1521097463693,0.817702634944697,0.815805831283797,1.44281192916911,0.28107791614515,-0.12953272095311,6.9814238072664,2579588.03376183,2.45859595691552,0.340988906426355,8.20506022304762,0.0321070574151042,-5.29696723368485,0.810742400678771,0.918402440814534,0.199606699961005,0.515532076518284,0.0881375099697616,0.144554146356066,0.0604323825672036,0.417454241707223,0.183344101855211,0.341404260218446,1.21500575993021,2.08796541719402,1.76849324353208
"93",62,2,1,0.273203209745032,37,0.466793277118471,0.288468741301913,31137.5186979421,0.0048918716634158,0.326059625657741,193370.426836001,0.302599040629138,1.34738427407923,-4.44061193631031,-5.42149358772673,0.998460743061383,1.86846812634263,0.130918687225669,0.705374743874767,0.556407819471788,1.31902115242439,0.278392052658892,-0.0654778427849524,3.43318363787257,3570266.27502521,2.72422388772946,0.25601735513797,11.7179574118461,0.0463074014205874,-2.08774520563893,0.0864750366448774,0.638941309985239,0.642084083056543,0.164387745045824,0.0795217813603813,0.115099767101463,0.0625314421983203,0.295225712967169,0.211399489306728,0.357073454483831,1.54824829054467,1.11501423736537,1.56196671853827
"94",62,8,1,0.273203209745032,37,0.466793277118471,0.288468741301913,31137.5186979421,0.0048918716634158,0.326059625657741,193370.426836001,0.302599040629138,1.34738427407923,-4.44061193631031,-5.42149358772673,0.998460743061383,1.86846812634263,0.130918687225669,0.705374743874767,0.556407819471788,1.31902115242439,0.278392052658892,-0.0654778427849524,3.43318363787257,3570266.27502521,2.72422388772946,0.25601735513797,11.7179574118461,0.0463074014205874,-2.08774520563893,0.0864750366448774,0.638941309985239,0.642084083056543,0.164387745045824,0.0795217813603813,0.115099767101463,0.0625314421983203,0.295225712967169,0.211399489306728,0.357073454483831,1.54824829054467,1.11501423736537,1.56196671853827
"95",62,14,1,0.273203209745032,37,0.466793277118471,0.288468741301913,31137.5186979421,0.0048918716634158,0.326059625657741,193370.426836001,0.302599040629138,1.34738427407923,-4.44061193631031,-5.42149358772673,0.998460743061383,1.86846812634263,0.130918687225669,0.705374743874767,0.556407819471788,1.31902115242439,0.278392052658892,-0.0654778427849524,3.43318363787257,3570266.27502521,2.72422388772946,0.25601735513797,11.7179574118461,0.0463074014205874,-2.08774520563893,0.0864750366448774,0.638941309985239,0.642084083056543,0.164387745045824,0.0795217813603813,0.115099767101463,0.0625314421983203,0.295225712967169,0.211399489306728,0.357073454483831,1.54824829054467,1.11501423736537,1.56196671853827
"96",63,31,1,0.300281357562919,37,0.469666238365113,0.547907810910838,69035.8035837417,0.00446036860126304,1.29303583231673,244165.475209216,0.366430693633592,0.698916545772227,-4.76146279868204,-6.51020249069668,0.733482977612875,1.57824592781835,0.177358830063022,0.738303722479497,0.971673410290969,1.07231705816346,0.342591919823026,-0.0833569056553533,3.85499437318649,2471891.02495671,2.08916829471709,0.394923811518587,10.974444522406,0.02860925915457,-5.60649210955016,0.832981006937474,0.134860309602227,0.422996808176395,0.202258468164364,0.0958382052268134,0.0753365983893163,0.110150043328409,0.381580720616312,0.179900005975011,0.325316335974541,1.40509381851219,2.29609513478976,0.90656088026932
"97",64,1,1,0.300226052286024,37,0.115977638049012,0.443204784742557,69537.4369597703,0.00347431508430513,0.454399815011187,295728.751673837,0.275225314702111,1.21468860737979,-5.46409397265408,-11.4905719684064,0.794806285220664,2.23942890809616,0.186012966902345,0.747431316790171,0.508139956386876,1.12980918925372,0.182589124219376,-0.117600161502487,7.19463773157913,4355498.08459939,2.78489274298772,0.221462410405278,14.4182397446595,0.033832171699265,-2.46510941027664,0.317269229305163,0.946061832398409,0.812635734545765,0.635542674913304,0.0999484631512314,0.100455968923634,0.097500065683038,0.378671016243554,0.166718945149973,0.35224882637402,1.76246119840319,2.05873598777036,2.49032747053021
"98",65,13,1,0.255159581511288,37,0.436126055050641,0.145312543041073,75266.0123453243,0.00188739288501441,1.21578107503487,235438.47456933,0.25708012499992,1.19174986359081,-3.37399934192654,-11.075829276517,0.843094825020526,3.56621855999809,0.176661709929467,0.971327756961924,0.743754877880565,0.854456542627886,0.26253066115547,-0.0778814437122783,4.90081679061404,3320137.20630202,2.59958135369467,0.413519149235915,9.44875261258567,0.0412833496081876,-2.13842526017688,0.0964615098074195,0.110344859736506,0.41610485135694,0.367560174426762,0.0730725957576651,0.0670060342908837,0.0662852742369287,0.421159393474634,0.164676746080251,0.342603549549263,2.27763460991769,2.14376297065695,1.25068506094851
"99",66,2,0,0.225967796496062,37,0.27907134606825,0.77993958155741,62208.0122476036,0.0021576271427027,1.02048113460199,81256.9348591237,0.285982760217885,0.859565447239438,-2.55096573247574,-10.9788359338418,0.956366444454296,3.87059586329386,0.103148403724772,0.889736035328475,0.792724886119249,0.90005875649862,0.146608074863034,-0.0509643616400426,5.85090399389737,2046801.9920506,2.34946178081445,0.274397631703876,14.5456828213995,0.0458177521558634,-4.12682571858168,0.509347544069414,0.192210380004253,0.337160338009708,0.120968879126012,0.073560291957343,0.103044304458424,0.118929560056888,0.335714737830765,0.188570016011596,0.361392066794424,0.792516321860964,0.824213632899779,1.05086728748539
"100",66,8,0,0.225967796496062,37,0.27907134606825,0.77993958155741,62208.0122476036,0.0021576271427027,1.02048113460199,81256.9348591237,0.285982760217885,0.859565447239438,-2.55096573247574,-10.9788359338418,0.956366444454296,3.87059586329386,0.103148403724772,0.889736035328475,0.792724886119249,0.90005875649862,0.146608074863034,-0.0509643616400426,5.85090399389737,2046801.9920506,2.34946178081445,0.274397631703876,14.5456828213995,0.0458177521558634,-4.12682571858168,0.509347544069414,0.192210380004253,0.337160338009708,0.120968879126012,0.073560291957343,0.103044304458424,0.118929560056888,0.335714737830765,0.188570016011596,0.361392066794424,0.792516321860964,0.824213632899779,1.05086728748539
"101",66,14,0,0.225967796496062,37,0.27907134606825,0.77993958155741,62208.0122476036,0.0021576271427027,1.02048113460199,81256.9348591237,0.285982760217885,0.859565447239438,-2.55096573247574,-10.9788359338418,0.956366444454296,3.87059586329386,0.103148403724772,0.889736035328475,0.792724886119249,0.90005875649862,0.146608074863034,-0.0509643616400426,5.85090399389737,2046801.9920506,2.34946178081445,0.274397631703876,14.5456828213995,0.0458177521558634,-4.12682571858168,0.509347544069414,0.192210380004253,0.337160338009708,0.120968879126012,0.073560291957343,0.103044304458424,0.118929560056888,0.335714737830765,0.188570016011596,0.361392066794424,0.792516321860964,0.824213632899779,1.05086728748539
"102",67,31,0,0.136911008553109,37,0.248335149988648,0.315719885163708,76040.2016437147,0.00374894532152452,1.19416485150263,95527.0023454318,0.336704561058577,1.43547625701758,-3.11049555275589,-6.35715124058537,0.792450227339868,2.05205979382968,0.132646039417712,0.800156517161871,0.607657608432346,0.861514127561823,0.25624346194556,-0.106787166800816,3.42397324891062,4394736.92906555,2.62133185833227,0.389253772229422,9.08474881139118,0.0231504219803804,-4.30879501035903,0.556155819543928,0.898917703384068,0.44094390107668,0.510682037875522,0.100407903737156,0.0911313928109594,0.0694195474116132,0.397009808025864,0.203261480840767,0.339996788408002,2.34959806007188,1.3609552678179,1.41813812489505
"103",68,2,0,0.19445169115627,37,0.144709569946979,0.945517375293421,66153.1735229364,0.00189926981394645,1.5575718665825,259457.224148572,0.326304007093422,0.91041113186162,-4.56495098945685,-10.4212309733685,0.941749094211496,4.07268556133844,0.140850472618593,0.960483617282589,0.89913112322276,0.680354500378016,0.172912718196458,-0.0808777058898704,3.16696477812366,3965341.23041318,1.64844892366324,0.49653780183848,6.74119038932258,0.0339425103075725,-2.16959143276792,0.692490619621205,0.162746205680305,0.4094774678268,0.486997719493229,0.0837035846088547,0.0805332320193993,0.0502218560826732,0.32310175042607,0.157885186302272,0.328443013920914,2.4103181480085,2.35645476666464,0.623691658172361
"104",68,14,0,0.19445169115627,37,0.144709569946979,0.945517375293421,66153.1735229364,0.00189926981394645,1.5575718665825,259457.224148572,0.326304007093422,0.91041113186162,-4.56495098945685,-10.4212309733685,0.941749094211496,4.07268556133844,0.140850472618593,0.960483617282589,0.89913112322276,0.680354500378016,0.172912718196458,-0.0808777058898704,3.16696477812366,3965341.23041318,1.64844892366324,0.49653780183848,6.74119038932258,0.0339425103075725,-2.16959143276792,0.692490619621205,0.162746205680305,0.4094774678268,0.486997719493229,0.0837035846088547,0.0805332320193993,0.0502218560826732,0.32310175042607,0.157885186302272,0.328443013920914,2.4103181480085,2.35645476666464,0.623691658172361
