"","Scenario","MelhorEstrategia","CasoInteresse","sNPVProfit1RegretPerc","Lever","aFractionalDiscardRate","aReferenceIndustryDemandElasticity","aReferencePopulation","aInnovatorAdoptionFraction","aWOMStrength","aPopulation","aVolumeReportingDelay","aCapacityAcquisitionDelay","aSensOfAttractToAvailability","aSensOfAttractToPrice","aLCStrength","aRatioOfFixedToVarCost","aNormalProfitMargin","aNormalCapacityUtilization","aWeightOnSupplyLine","aSensOfPriceToCosts","aSensOfPriceToDSBalance","aSensOfPriceToShare","aTempoMedioRealizacaoPeD","aCustoMedioPatente","aTempoMedioAvaliacao","aTaxaRejeicao","aTempodeInutilizacaoPatente","aPerfSlope","aSensOfAttractToPerformance","aInitialReorderShare","aPercPeDAberto2","aPercPeDAberto3","aPercPeDAberto4","aOrcamentoPeD2","aOrcamentoPeD3","aOrcamentoPeD4","aDesiredMarketShare2","aDesiredMarketShare3","aDesiredMarketShare4","aSwitchForCapacityStrategy2","aSwitchForCapacityStrategy3","aSwitchForCapacityStrategy4"
"11",11,2,1,0.299227426832007,37,0.068136405434149,0.828320650829701,56705.7389190595,0.00176246604060056,1.24428297787183,204693.950406751,0.305332026330725,1.11148973665782,-2.70354047092143,-7.39112329012714,0.766897917112918,3.63312463558163,0.185796251216205,0.946196310299798,0.846607658370049,0.719075802755542,0.353448106290016,-0.0974180409340188,7.22378181845415,3589886.03696809,1.88200365426019,0.455961666138377,8.71214307700284,0.0451005227904922,-2.67383497056551,0.453242119136872,0.62169751136913,0.316308296495117,0.953933481780114,0.0791324460214237,0.0760454828158254,0.123807140565128,0.43076120756524,0.221990355313435,0.315097148036235,1.08419318988414,2.39778391284141,2.22511666485229
"12",11,8,1,0.299227426832007,37,0.068136405434149,0.828320650829701,56705.7389190595,0.00176246604060056,1.24428297787183,204693.950406751,0.305332026330725,1.11148973665782,-2.70354047092143,-7.39112329012714,0.766897917112918,3.63312463558163,0.185796251216205,0.946196310299798,0.846607658370049,0.719075802755542,0.353448106290016,-0.0974180409340188,7.22378181845415,3589886.03696809,1.88200365426019,0.455961666138377,8.71214307700284,0.0451005227904922,-2.67383497056551,0.453242119136872,0.62169751136913,0.316308296495117,0.953933481780114,0.0791324460214237,0.0760454828158254,0.123807140565128,0.43076120756524,0.221990355313435,0.315097148036235,1.08419318988414,2.39778391284141,2.22511666485229
"13",11,14,1,0.299227426832007,37,0.068136405434149,0.828320650829701,56705.7389190595,0.00176246604060056,1.24428297787183,204693.950406751,0.305332026330725,1.11148973665782,-2.70354047092143,-7.39112329012714,0.766897917112918,3.63312463558163,0.185796251216205,0.946196310299798,0.846607658370049,0.719075802755542,0.353448106290016,-0.0974180409340188,7.22378181845415,3589886.03696809,1.88200365426019,0.455961666138377,8.71214307700284,0.0451005227904922,-2.67383497056551,0.453242119136872,0.62169751136913,0.316308296495117,0.953933481780114,0.0791324460214237,0.0760454828158254,0.123807140565128,0.43076120756524,0.221990355313435,0.315097148036235,1.08419318988414,2.39778391284141,2.22511666485229
"14",12,7,0,0.142433696470737,37,0.186047892634214,0.474532853204291,59499.3089277123,0.00134724280117778,1.0766076703791,70252.9173225784,0.344598436635279,1.14201255293563,-4.7503367864294,-6.08232270330191,0.822762677923194,1.88525658019935,0.128787090743892,0.887961940472713,0.512885153280222,1.42044528240338,0.291486894217378,-0.0564624105205294,6.3733061917359,2456809.43633197,2.98493078232743,0.583579683725256,11.8451819303562,0.0409642819738171,-3.16591603867244,0.321787119321723,0.4436733273766,0.209127402273007,0.0826986573589966,0.103876595390262,0.0919709008646896,0.083065891922568,0.383267650598701,0.220030218519416,0.418868574366416,2.23332956104029,1.65542701258773,2.12266300311701
"15",13,2,1,0.393286707834545,37,0.121680922503855,0.566263758101268,70676.2100096385,0.00526562943100696,1.48669549833704,275435.736476326,0.360046795859962,0.804260818659095,-2.56150951029267,-11.8492317131162,0.905535327908583,2.79951606337563,0.131974456280353,0.73013246325904,0.558048026553006,1.02567790181725,0.275882126346405,-0.0847359145806404,6.39121432479005,4467151.58505714,2.36171965026529,0.273035625347402,12.4807882274617,0.027354480627963,-2.73386659043375,0.179787333299092,0.0428726640227251,0.796243516502436,0.550425287440885,0.11946565175103,0.0649727001701249,0.054636817574501,0.418715274534252,0.185015632520575,0.334196273912583,0.603966711073846,1.73464000634152,1.11300328985705
"16",13,8,1,0.393286707834545,37,0.121680922503855,0.566263758101268,70676.2100096385,0.00526562943100696,1.48669549833704,275435.736476326,0.360046795859962,0.804260818659095,-2.56150951029267,-11.8492317131162,0.905535327908583,2.79951606337563,0.131974456280353,0.73013246325904,0.558048026553006,1.02567790181725,0.275882126346405,-0.0847359145806404,6.39121432479005,4467151.58505714,2.36171965026529,0.273035625347402,12.4807882274617,0.027354480627963,-2.73386659043375,0.179787333299092,0.0428726640227251,0.796243516502436,0.550425287440885,0.11946565175103,0.0649727001701249,0.054636817574501,0.418715274534252,0.185015632520575,0.334196273912583,0.603966711073846,1.73464000634152,1.11300328985705
"17",13,14,1,0.393286707834545,37,0.121680922503855,0.566263758101268,70676.2100096385,0.00526562943100696,1.48669549833704,275435.736476326,0.360046795859962,0.804260818659095,-2.56150951029267,-11.8492317131162,0.905535327908583,2.79951606337563,0.131974456280353,0.73013246325904,0.558048026553006,1.02567790181725,0.275882126346405,-0.0847359145806404,6.39121432479005,4467151.58505714,2.36171965026529,0.273035625347402,12.4807882274617,0.027354480627963,-2.73386659043375,0.179787333299092,0.0428726640227251,0.796243516502436,0.550425287440885,0.11946565175103,0.0649727001701249,0.054636817574501,0.418715274534252,0.185015632520575,0.334196273912583,0.603966711073846,1.73464000634152,1.11300328985705
"18",14,13,1,0.559547123694071,37,0.380400118649588,0.524010666235117,45099.8915423988,0.00531348793120589,1.25979994219972,286153.609119685,0.2897519230732,0.553146019562846,-3.62518887353595,-10.2109004549589,0.771033418587758,1.9433642894926,0.174987693552743,0.994491953078425,0.841058043448138,1.23190951774479,0.191051957408199,-0.085252584383823,5.33031570310704,3840972.55473956,1.39825360110728,0.390313394257333,7.7566171333543,0.043391584217432,-4.04365907517262,0.488963720951357,0.323579092307482,0.949515684390208,0.727526094159111,0.0582835153100314,0.146195159938186,0.0890942636774853,0.309747336720518,0.178580168172426,0.294685255715041,1.65690511658089,1.10313394474261,1.23964371504505
"19",15,2,0,0.0752049972028282,37,0.374121015087081,0.0259883518749848,83885.7247132109,0.00499437388504855,1.02321692145406,138505.444258829,0.346778384825448,1.24721895857598,-2.16672085616738,-11.8968972191215,0.764581851732335,2.51292738145567,0.191669713268639,0.997197339395294,0.886408632433158,0.992141079291468,0.32265376202442,-0.121727858219179,7.48621624404332,3189310.73373766,1.41041252773954,0.298531530052423,12.0136472577346,0.0332355774637545,-2.92658016403671,0.157749293856556,0.101759711721679,0.264887891272083,0.207373656209093,0.145961720249034,0.0977939779658336,0.0918339847757015,0.297329156928509,0.154275309663179,0.316939252881543,1.35699284301874,0.882795117757295,0.887566558143578
"20",15,8,0,0.0752049972028282,37,0.374121015087081,0.0259883518749848,83885.7247132109,0.00499437388504855,1.02321692145406,138505.444258829,0.346778384825448,1.24721895857598,-2.16672085616738,-11.8968972191215,0.764581851732335,2.51292738145567,0.191669713268639,0.997197339395294,0.886408632433158,0.992141079291468,0.32265376202442,-0.121727858219179,7.48621624404332,3189310.73373766,1.41041252773954,0.298531530052423,12.0136472577346,0.0332355774637545,-2.92658016403671,0.157749293856556,0.101759711721679,0.264887891272083,0.207373656209093,0.145961720249034,0.0977939779658336,0.0918339847757015,0.297329156928509,0.154275309663179,0.316939252881543,1.35699284301874,0.882795117757295,0.887566558143578
"21",15,14,0,0.0752049972028282,37,0.374121015087081,0.0259883518749848,83885.7247132109,0.00499437388504855,1.02321692145406,138505.444258829,0.346778384825448,1.24721895857598,-2.16672085616738,-11.8968972191215,0.764581851732335,2.51292738145567,0.191669713268639,0.997197339395294,0.886408632433158,0.992141079291468,0.32265376202442,-0.121727858219179,7.48621624404332,3189310.73373766,1.41041252773954,0.298531530052423,12.0136472577346,0.0332355774637545,-2.92658016403671,0.157749293856556,0.101759711721679,0.264887891272083,0.207373656209093,0.145961720249034,0.0977939779658336,0.0918339847757015,0.297329156928509,0.154275309663179,0.316939252881543,1.35699284301874,0.882795117757295,0.887566558143578
"22",16,2,1,0.291150643502307,37,0.212623281150047,0.0806540661805775,98632.1751448268,0.00365566178814042,1.18257950640505,66658.1958047464,0.318898506299301,0.908687552863266,-3.32783971921075,-8.96800196314231,0.937807385255583,3.64916022610967,0.193074731262401,0.724258955156314,0.955540279491688,1.00656703937333,0.345159671133733,-0.0593404681182001,3.93304989684257,1846685.34559314,1.97116990408162,0.315796939300373,11.45434220772,0.0426204823805795,-2.62264096902683,0.769233146200189,0.640798615880776,0.507512348934542,0.483295741316397,0.0724023399318103,0.118677804394858,0.0940253275065916,0.310702975572582,0.161898532162973,0.354109402031475,1.06918908015847,1.30615730062497,1.1848277091756
"23",16,8,1,0.291150643502307,37,0.212623281150047,0.0806540661805775,98632.1751448268,0.00365566178814042,1.18257950640505,66658.1958047464,0.318898506299301,0.908687552863266,-3.32783971921075,-8.96800196314231,0.937807385255583,3.64916022610967,0.193074731262401,0.724258955156314,0.955540279491688,1.00656703937333,0.345159671133733,-0.0593404681182001,3.93304989684257,1846685.34559314,1.97116990408162,0.315796939300373,11.45434220772,0.0426204823805795,-2.62264096902683,0.769233146200189,0.640798615880776,0.507512348934542,0.483295741316397,0.0724023399318103,0.118677804394858,0.0940253275065916,0.310702975572582,0.161898532162973,0.354109402031475,1.06918908015847,1.30615730062497,1.1848277091756
"24",16,14,1,0.291150643502307,37,0.212623281150047,0.0806540661805775,98632.1751448268,0.00365566178814042,1.18257950640505,66658.1958047464,0.318898506299301,0.908687552863266,-3.32783971921075,-8.96800196314231,0.937807385255583,3.64916022610967,0.193074731262401,0.724258955156314,0.955540279491688,1.00656703937333,0.345159671133733,-0.0593404681182001,3.93304989684257,1846685.34559314,1.97116990408162,0.315796939300373,11.45434220772,0.0426204823805795,-2.62264096902683,0.769233146200189,0.640798615880776,0.507512348934542,0.483295741316397,0.0724023399318103,0.118677804394858,0.0940253275065916,0.310702975572582,0.161898532162973,0.354109402031475,1.06918908015847,1.30615730062497,1.1848277091756
"25",17,2,1,0.390704130326565,37,0.267825759859251,0.86446539501776,47850.2212738676,0.00356947909304174,1.06418342275545,155231.269523857,0.341998621492385,1.2783546526765,-5.33885883143637,-7.68433665422723,0.842164648638573,4.18865095683723,0.107307464103331,0.873751706769108,0.823690322146285,0.727183910794556,0.348172142944823,-0.134679664669442,7.0564828440256,2807710.39572079,2.7349597858428,0.580264211700763,14.8746986571699,0.0490271893655881,-2.90486942204647,0.877734628346027,0.379641999418382,0.0654339946969412,0.67771330869291,0.09719197033206,0.0956971885102103,0.12541688487702,0.389084796394192,0.190640706526843,0.365893226407492,1.30888643225181,1.84303229403398,1.37338462831306
"26",17,8,1,0.390704130326565,37,0.267825759859251,0.86446539501776,47850.2212738676,0.00356947909304174,1.06418342275545,155231.269523857,0.341998621492385,1.2783546526765,-5.33885883143637,-7.68433665422723,0.842164648638573,4.18865095683723,0.107307464103331,0.873751706769108,0.823690322146285,0.727183910794556,0.348172142944823,-0.134679664669442,7.0564828440256,2807710.39572079,2.7349597858428,0.580264211700763,14.8746986571699,0.0490271893655881,-2.90486942204647,0.877734628346027,0.379641999418382,0.0654339946969412,0.67771330869291,0.09719197033206,0.0956971885102103,0.12541688487702,0.389084796394192,0.190640706526843,0.365893226407492,1.30888643225181,1.84303229403398,1.37338462831306
"27",17,14,1,0.390704130326565,37,0.267825759859251,0.86446539501776,47850.2212738676,0.00356947909304174,1.06418342275545,155231.269523857,0.341998621492385,1.2783546526765,-5.33885883143637,-7.68433665422723,0.842164648638573,4.18865095683723,0.107307464103331,0.873751706769108,0.823690322146285,0.727183910794556,0.348172142944823,-0.134679664669442,7.0564828440256,2807710.39572079,2.7349597858428,0.580264211700763,14.8746986571699,0.0490271893655881,-2.90486942204647,0.877734628346027,0.379641999418382,0.0654339946969412,0.67771330869291,0.09719197033206,0.0956971885102103,0.12541688487702,0.389084796394192,0.190640706526843,0.365893226407492,1.30888643225181,1.84303229403398,1.37338462831306
