Year	Link
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961241512&partnerID=40&md5=77053de3af35f85665eec4b7da8200da"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962815114&partnerID=40&md5=28b0f158055231f054d658c4bad1515f"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941359900&partnerID=40&md5=4af7fe5c45291338725fc29445287439"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941347880&partnerID=40&md5=34830d2cf831036bb9761f911e027b21"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939421306&partnerID=40&md5=77c8d04d325a8a2932854d0d38923503"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946782544&partnerID=40&md5=19fe32fb04c911b11c7c24f22d765459"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964788995&partnerID=40&md5=558c9307926116c1473034391ffb0138"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964226625&partnerID=40&md5=8134d4b8ebbb6fa1e70d50c0bf3f5cc4"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962826213&partnerID=40&md5=e29abcc68314aaf7a370dce11177a1fb"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962680386&partnerID=40&md5=b172f44773f2d37d511d9c57ed8b904b"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961744657&partnerID=40&md5=62a3eca61cc65b3d8fad9cf79a4763d0"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949091565&partnerID=40&md5=a987196b88f2912a4f9e3b19d0433aac"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959266485&partnerID=40&md5=4345df2c2d719226fed9cb267cd14ba9"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949099396&partnerID=40&md5=fda041351999e1366eea123cedb0398d"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957433578&partnerID=40&md5=71fdf693813956038a3919df7ee2b47c"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953714550&partnerID=40&md5=9aefacab9f17a9caa61f6ae127ece976"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958173624&partnerID=40&md5=51e24244ba66fa414a0dc49792c8ed6a"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989261697&partnerID=40&md5=7a965b8c9529a2eec7b28d02a979746a"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989264354&partnerID=40&md5=cd7b1e4149e045c4fb81c2d15288106b"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973497156&partnerID=40&md5=d6174ca6cf6fd0d59d01cd19631388e9"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957900857&partnerID=40&md5=01b8a95d1b2f85c05bddfbbca3c1328f"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976546307&partnerID=40&md5=0db0f6dd6753481edba0611389ee16a5"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959527409&partnerID=40&md5=4a7c51bb6c947312bd3aa4be52c50f43"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949220678&partnerID=40&md5=661f9ffcae42983f2b25914ad09f1146"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964539511&partnerID=40&md5=c26920ab70b3c46bc5bd324be5749ff7"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976416932&partnerID=40&md5=1cb65a09a6451e8dbb6ba6df057e4844"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951084855&partnerID=40&md5=88d70840e41352e48b45e9007d61ea2c"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962106128&partnerID=40&md5=4d53b3e3b81f6eba1f8b7820a5764b65"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988900369&partnerID=40&md5=85744a98c94a5ef96796270147405073"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958038419&partnerID=40&md5=a946d5172b30920e564ec690d15baf45"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988867540&partnerID=40&md5=9df04655bd97b9326bc027dae24b00a4"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988422728&partnerID=40&md5=5ee03f841321a6da8e615a06ea0d7733"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989220575&partnerID=40&md5=9da345ff900d5406e77150ddbe5dbb42"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988596761&partnerID=40&md5=37a0387963d54c3b2317bc037751a4c8"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990365392&partnerID=40&md5=b9cf7b0adcd25953b40f30e504248e7c"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978791311&partnerID=40&md5=d6f7b5d4c79ccb3ba42b1b9ded9b82d2"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953751067&partnerID=40&md5=11b1060a24baa03e643c756b8f613265"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978517789&partnerID=40&md5=26884d187d028e832b17faa1a86df88e"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981249279&partnerID=40&md5=cb5e9f5ac2635af5593a1c491d5bd9b7"""
2016	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956949305&partnerID=40&md5=2588f4287fbce130539a28fcf25c5ce0"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953356448&partnerID=40&md5=1b4329874ca452582409c79043b3916a"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964658728&partnerID=40&md5=ade9884e10390c2fb3d43de4ca6c7551"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947128944&partnerID=40&md5=56ad17d269fa35e43f4eb015683afea6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943801062&partnerID=40&md5=4a71d20b13072c5c6462743fd7cf2866"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969963360&partnerID=40&md5=d31a2ebe424e9cbbd4081803ff2f93ea"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945424531&partnerID=40&md5=5fba96b2db7b3bc7fbfdd210defd16b7"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961875610&partnerID=40&md5=83be4c4bc6687763c46137451d8c692e"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954595389&partnerID=40&md5=da5c3097dc5a3dff1757dd0a64bf98ed"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952879124&partnerID=40&md5=d029c2f6a829223132e057a4993d7c95"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929575154&partnerID=40&md5=e661ad35f1c89e23ea2eb04e2d39a926"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938794572&partnerID=40&md5=f5b6d11b67354f2c12d1d2f188e0e952"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937708992&partnerID=40&md5=6b5afdc3ee95b4af6f1d7b9f9073a2bd"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925299838&partnerID=40&md5=b57589c1a0cb1c404555f16b5dbddf31"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943521146&partnerID=40&md5=e4ca26e2d4b8e0d535ce081651a4c49a"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938935349&partnerID=40&md5=1fad346dfd7acdd0b6f5327c2bbf3b10"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954326921&partnerID=40&md5=fea8059eafd0fc1b8297622e4602ffed"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926679926&partnerID=40&md5=7af14579b9de83df5180f15fa0047227"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937791797&partnerID=40&md5=3c54ac25f2059a3153fc32c63a80c1e1"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954501166&partnerID=40&md5=77f55dc024f3c1ad0db5877c61eb7cd9"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941732626&partnerID=40&md5=836cb7cfbd47e673a4f9d596fe0976ec"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953715876&partnerID=40&md5=2a7e0d2153000c737ce4a6c35d15413b"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965101537&partnerID=40&md5=203a09bf568f7ae5554077ad1cd3f62f"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942118849&partnerID=40&md5=70d71965281a989f9490c488d6aadd7f"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943526799&partnerID=40&md5=576fe180228c3e2ef50b40cf1c9a847f"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929630623&partnerID=40&md5=0a09a14948b9ef4d2219a7e9dbc60a6c"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930864350&partnerID=40&md5=2fedf410e54b5c0e7f90724cb2c9f9a6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928249660&partnerID=40&md5=974090a79646d1ebc19fddac6b35a1ca"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941210790&partnerID=40&md5=97a54bb3a1e8439205a633c05b730efc"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969774580&partnerID=40&md5=601386c099e32e7481f234144fd9f3ff"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943778789&partnerID=40&md5=d0e28e25889117996cbe5c79d4648319"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969257664&partnerID=40&md5=2ca98501e01e8bbd42a593827d98494f"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937678777&partnerID=40&md5=49bac5ff2c1fb836a217cf57d11d9ab9"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925448916&partnerID=40&md5=6b90dc822bf0f48202797b983cc8dc53"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964680372&partnerID=40&md5=1ddd2f182e3ae83db3f507a56eb0d67a"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928946648&partnerID=40&md5=756d5973c4e4b399288ca580508befce"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929400787&partnerID=40&md5=a2e71c0da110bc606b5417eb8f7757f4"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922634198&partnerID=40&md5=97dcc22b0943fc85ef36115f0c23430e"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946905010&partnerID=40&md5=3c8e02abec6956a49f83df7149fdcca0"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964844346&partnerID=40&md5=083c106966aa4e6f93a97b4ef65e71e9"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924761103&partnerID=40&md5=2e818b8080bee814516d1036cd1f81b8"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942796705&partnerID=40&md5=cd97cf7ba93584357d2074b545719431"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938371845&partnerID=40&md5=5683e27620883f349db0beb5939c9eb6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940369594&partnerID=40&md5=9e8fc416ee3504009673f703981674ae"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930146370&partnerID=40&md5=36d13d57761364d1985f600994259ba3"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937116958&partnerID=40&md5=5b4136c34327ca9df5fa6b084bbd7549"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941599511&partnerID=40&md5=a3943d8f613aa7106688b66afdbb9086"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938717817&partnerID=40&md5=a9e8d089d1ed2f85c42566f836beaa86"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926651658&partnerID=40&md5=08b2cd7e8086065d333134de0fc1ca39"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923170079&partnerID=40&md5=63e631ad0d9b35e6b0193740cacc4018"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927136082&partnerID=40&md5=0816218aedf85009386f5df0a5caf7db"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929612749&partnerID=40&md5=d88b174555a3a33027255e59d8083258"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937143939&partnerID=40&md5=52c60b3460250235da837b418ed7843a"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960117620&partnerID=40&md5=72f5e22523318522ee6d70ae426a877d"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952717372&partnerID=40&md5=5d31eaa213ffc5f687c7e4071a7412e7"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960389864&partnerID=40&md5=c80449abffc685a46012729e1d0fe511"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953237239&partnerID=40&md5=bcb00a035560cdaa78ccd6755f1129c6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930514342&partnerID=40&md5=9f2dd499f5527979061e5e0f739ecc53"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937459335&partnerID=40&md5=7433045d4f08099ae202a7ed020425e3"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925934327&partnerID=40&md5=bf84118b6e859bd9fc5570f0912e4af2"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943391185&partnerID=40&md5=28f14abcd5aec1b45a37eaf93204cebc"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921979225&partnerID=40&md5=283a7b0d8c33c3ff0800cf0633e64a54"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919781079&partnerID=40&md5=eda98cb95f38893ed6e453d9404f8613"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940852307&partnerID=40&md5=5b89711944eaa7f7801cb07bb494d088"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910644229&partnerID=40&md5=a1c3b01166d21eab0cae2b5436d4662b"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938682593&partnerID=40&md5=7fd9bab3f86d4a77a855c87c853e5117"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947427711&partnerID=40&md5=c48625f7a48713fc363a9393fde009d6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958044063&partnerID=40&md5=b9d6292130dfc83ba291d393c1729cb6"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920267860&partnerID=40&md5=32a896e2e6af009169658c5e99835d6a"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929334868&partnerID=40&md5=eaf460b1fd7630a84e9022a46eecd1e5"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930811345&partnerID=40&md5=1c954a69327e7ad74fd3f614ed51dad9"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926365929&partnerID=40&md5=24b576e50ffb6cf9c3fc2e54d5298f12"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938718597&partnerID=40&md5=c0f8ab5545065c60ef8c80d1bc71f6a8"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943656019&partnerID=40&md5=1409b9b79e6904e0062e6a58ec3fbca3"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924917103&partnerID=40&md5=5ef38b32b0f44e5b53dbe5a54b715e05"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924258742&partnerID=40&md5=acccca383bd263a9c012df5420a7ccdb"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929761730&partnerID=40&md5=a4e13391ec77776bd7e65f19e967c230"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937897720&partnerID=40&md5=59d8348e90fcde2ce428a24466d85a73"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937836198&partnerID=40&md5=edf7d2640522558aff73406f4a9a77f2"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947063006&partnerID=40&md5=84b2e3bbe20354bd60e7816157660245"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960106494&partnerID=40&md5=89983b96684975414b7a61d83f6e6b01"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964999921&partnerID=40&md5=db60253b9710c3f19450c0b8601d2efd"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960077087&partnerID=40&md5=fe899664b695fa5cd88ea33f93c3b339"""
2015	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930700686&partnerID=40&md5=6b943f0769b279ce750832316dd29438"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929170930&partnerID=40&md5=8e3a9d21b2b8ad57002a5aa613a62350"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910637207&partnerID=40&md5=3a072011f52398a6c11553907f066e92"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915819430&partnerID=40&md5=dacd86f0a0bedd626625c9e7f4012901"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907454836&partnerID=40&md5=04a894a30cd941ffaf9510bb527f514b"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904282312&partnerID=40&md5=a5066f793fa265cf5a5f6687367601a9"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900037392&partnerID=40&md5=3d6947bb25988d939983429b4edbeeb5"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900009476&partnerID=40&md5=a952a96058b3c0146072fbe3bc0d3d1d"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894638211&partnerID=40&md5=d80d20264521672a82016e357b1f54cd"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885148271&partnerID=40&md5=5fab4d0ca61c4361f755bf081268f802"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894812951&partnerID=40&md5=e0f5106bec46c72ea173adc2c09f8081"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896900636&partnerID=40&md5=b50231a5bc76943e230fa502104180c4"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893124112&partnerID=40&md5=ade5b76655549bf90f1d2a27633374cd"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897635853&partnerID=40&md5=468974a5523161760f5b66d4f303bac2"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892590194&partnerID=40&md5=dc23c6c4950e2a4c04d20ed5a2d016a8"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902577239&partnerID=40&md5=9ba88f01aceee0266647552c9b60404e"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919846425&partnerID=40&md5=189dc6e3a06822fd0d1b365560321c72"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903708409&partnerID=40&md5=50b08e18820f36eff7fa27e575fb5383"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904024552&partnerID=40&md5=0e8cd24b9b53f6ac0b584adcef14651d"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921700032&partnerID=40&md5=766501ffb39ece30a079e9a00a295703"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895107835&partnerID=40&md5=a386a07cae4003338d8976360f47fd59"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915797068&partnerID=40&md5=1f3a83b2fa3b53099c47c32d60dd2ef4"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904665375&partnerID=40&md5=77fb3559739e456b767499277b5a1a19"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903964587&partnerID=40&md5=f2e8ca16e3436979591ba4b9e760dc1b"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924425164&partnerID=40&md5=cb3235f97c7d13a025917af4d9fdfac9"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923201354&partnerID=40&md5=c5f8d7dd2de08e58b6d748433ecee69d"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907916673&partnerID=40&md5=a4e38267130a6ba53325058cda792468"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920287320&partnerID=40&md5=06be6c2efb7c2a6c44e62dd77ed0a380"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927553961&partnerID=40&md5=5c2ff15a177abcd6ddcff272e3157f96"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908582688&partnerID=40&md5=d64ac9cc23b6ec71602ce99ffb8e500a"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913600530&partnerID=40&md5=a423ec1f7f8ca399d0021f36ab9ff73a"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907299961&partnerID=40&md5=a1e47609886bce797616dfa7baae99d7"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908313712&partnerID=40&md5=6a64194c25837f230e09595334a9fdd4"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905670290&partnerID=40&md5=f93923d2de74429ac601be4dd1d7aea2"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907352426&partnerID=40&md5=f3c4bdf91708fd6f3da925cb524f15b4"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891913025&partnerID=40&md5=0614a5507b1500f1d3d41f8b3cc5875e"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927595125&partnerID=40&md5=746e8def95678e0da75aa95b5d99ab6e"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928035591&partnerID=40&md5=13e957a5345027302a26049724091eee"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923764671&partnerID=40&md5=b8e41d51dbce4cb174270cf9b9bc6b8c"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914817901&partnerID=40&md5=3e85645b5ae9f9aa226b4c6f6ff108e1"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911886238&partnerID=40&md5=047f8dae6401d6bdaba5646a55fb5c49"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921520841&partnerID=40&md5=42ef9ee8a8723789b1919dc526bda2e7"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906315966&partnerID=40&md5=13bf79fb0d9e74e520e7ee371d7aa8ac"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892364312&partnerID=40&md5=364e82ab3dcf471301d9233b7692bec9"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930437623&partnerID=40&md5=20590bd0144459db9e887747e54eae76"""
2014	"""https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902468523&partnerID=40&md5=86dea1638abab850133820d9c0691648"""
