Authors,Link
"Khalifa M.A., Jennings M.E., Briscoe F., Oleszweski A.M., Abdi N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885148271&partnerID=40&md5=5fab4d0ca61c4361f755bf081268f802"
"Spiess J., T'Joens Y., Dragnea R., Spencer P., Philippart L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894812951&partnerID=40&md5=e0f5106bec46c72ea173adc2c09f8081"
"Kim K.Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896900636&partnerID=40&md5=b50231a5bc76943e230fa502104180c4"
"Gillon K., Aral S., Lin C.-Y., Mithas S., Zozulia M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893124112&partnerID=40&md5=ade5b76655549bf90f1d2a27633374cd"
"Yasuda M., Namba Dr. Y., Yoshida J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897635853&partnerID=40&md5=468974a5523161760f5b66d4f303bac2"
"Wixom B., Ariyachandra T., Douglas D., Goul M., Gupta B., Iyer L., Kulkarni U., Mooney B.J.G., Phillips-Wren G., Turetken O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892590194&partnerID=40&md5=dc23c6c4950e2a4c04d20ed5a2d016a8"
"Jung S.-Y., Choi N.-K., Lee J., Park B.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902577239&partnerID=40&md5=9ba88f01aceee0266647552c9b60404e"
"Conrad S., Shen J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919846425&partnerID=40&md5=189dc6e3a06822fd0d1b365560321c72"
"Staman L., Visscher A.J., Luyten H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903708409&partnerID=40&md5=50b08e18820f36eff7fa27e575fb5383"
"Huff-Eibl R., Miller-Wells J., Begay W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904024552&partnerID=40&md5=0e8cd24b9b53f6ac0b584adcef14651d"
"Machiwal D., Rangi N., Sharma A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921700032&partnerID=40&md5=766501ffb39ece30a079e9a00a295703"
"Ryan G.W., Bloom E.W., Lowsky D.J., Linthicum M.T., Juday T., Rosenblatt L., Kulkarni S., Goldman D.P., Sayles J.N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895107835&partnerID=40&md5=a386a07cae4003338d8976360f47fd59"
"Starobin S.S., Upah S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915797068&partnerID=40&md5=1f3a83b2fa3b53099c47c32d60dd2ef4"
"Duggan J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904665375&partnerID=40&md5=77fb3559739e456b767499277b5a1a19"
"Harris-Keith C.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903964587&partnerID=40&md5=f2e8ca16e3436979591ba4b9e760dc1b"
"Cai X., Han L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924425164&partnerID=40&md5=cb3235f97c7d13a025917af4d9fdfac9"
"Babiceanu R.F., Seker R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923201354&partnerID=40&md5=c5f8d7dd2de08e58b6d748433ecee69d"
"Inmon W.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907916673&partnerID=40&md5=a4e38267130a6ba53325058cda792468"
"Debortoli S., Müller O., Vom Brocke J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920287320&partnerID=40&md5=06be6c2efb7c2a6c44e62dd77ed0a380"
"Davenport T.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927553961&partnerID=40&md5=5c2ff15a177abcd6ddcff272e3157f96"
"Areces F.R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908582688&partnerID=40&md5=d64ac9cc23b6ec71602ce99ffb8e500a"
"Ha S., Lee S., Lee K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913600530&partnerID=40&md5=a423ec1f7f8ca399d0021f36ab9ff73a"
"Menezes J., Gouveia F., Felizardo P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907299961&partnerID=40&md5=a1e47609886bce797616dfa7baae99d7"
"Li Z., Kang L.-Y., Fan X.-H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908313712&partnerID=40&md5=6a64194c25837f230e09595334a9fdd4"
"Sim H., Choi D., Kim C.O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905670290&partnerID=40&md5=f93923d2de74429ac601be4dd1d7aea2"
"Färber I., Fries S., Marczinski G., Seidl T., Steinmann N.-P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907352426&partnerID=40&md5=f3c4bdf91708fd6f3da925cb524f15b4"
"Bertram R.M., Schaffer P., Charnin L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891913025&partnerID=40&md5=0614a5507b1500f1d3d41f8b3cc5875e"
"Agrawal D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927595125&partnerID=40&md5=746e8def95678e0da75aa95b5d99ab6e"
"Vo A., Bhaskar R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928035591&partnerID=40&md5=13e957a5345027302a26049724091eee"
"Briest P., Dilda V., Somers K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923764671&partnerID=40&md5=b8e41d51dbce4cb174270cf9b9bc6b8c"
"Yang Y.Y., Klose T., Lippy J., Barcelon-Yang C.S., Zhang L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914817901&partnerID=40&md5=3e85645b5ae9f9aa226b4c6f6ff108e1"
"Tan S.C., Sim B.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911886238&partnerID=40&md5=047f8dae6401d6bdaba5646a55fb5c49"
"Man Y., Wang S., Zhang T., Wong T.J., King I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921520841&partnerID=40&md5=42ef9ee8a8723789b1919dc526bda2e7"
"Körpeoǧlu E., Kurtz Z., Kilinç-Karzan F., Kekre S., Basu P.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906315966&partnerID=40&md5=13bf79fb0d9e74e520e7ee371d7aa8ac"
"Chae B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892364312&partnerID=40&md5=364e82ab3dcf471301d9233b7692bec9"
"Miles D.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930437623&partnerID=40&md5=20590bd0144459db9e887747e54eae76"
"Gorman M.F., Klimberg R.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902468523&partnerID=40&md5=86dea1638abab850133820d9c0691648"
"Davenport T.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905867100&partnerID=40&md5=61a4a2fe49b4083d24d7c3917f8c935c"
"Holsapple C., Lee-Post A., Pakath R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906787422&partnerID=40&md5=e24fa7a704729c05d96aae76320c3f21"
"Han B., Chou S.Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908556808&partnerID=40&md5=8d5e96a23586c20985326a801ad9212a"
"Ward M.J., Marsolo K.A., Froehle C.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906043454&partnerID=40&md5=83b83d6e48103ec3ff361e42a74b4ace"
"Angalakudati M., Balwani S., Calzada J., Chatterjee B., Perakis G., Raad N., Uichanco J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902242364&partnerID=40&md5=8ebfadb0600faa50f1a488afa6e57337"
"Murphy S.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890373580&partnerID=40&md5=cdffba3d40c74dcdde991528f91378e2"
"Shiri A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892146487&partnerID=40&md5=22ba02a2fc144e13976e0f87614077e1"
"Rupnik R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891667012&partnerID=40&md5=0ecb4aca753dad9680f754a35a0ff783"
"Sprongl P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893298822&partnerID=40&md5=246062608a6f25b3b67f678cb44e428f"
"Sharda R., Asamoah D.A., Ponna N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887186137&partnerID=40&md5=e632e597824e393a8cec2226a2cb654b"
"Vera-Baquero A., Colomo-Palacios R., Molloy O.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890068069&partnerID=40&md5=f06dc2d82ef50da59c2db47c6a60b08f"
"Griffin M., Lewis B., Greenberg M.I.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886238019&partnerID=40&md5=1041454f29145cd78a82de9f96d13b51"
"Ghanadbashi S., Khanbabaei M., Saniee Abadeh M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885647371&partnerID=40&md5=6fec98a2989cee7f90ff4c4c7ce53b2e"
"Lee J., Lapira E., Bagheri B., Kao H.-A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892717180&partnerID=40&md5=fc9f252ed036af9d35dc158de917ee21"
"Kerdprasop K., Kerdprasop N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883513819&partnerID=40&md5=6d93cbc57975ba0210a4113bdff6f1a1"
"Almasalha F., Xu D., Chen Y.-C., Keenan G.M., Khokhar A., Yao Y., Johnson A., Ansari R., Wilkie D.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881002100&partnerID=40&md5=634143931145f90a6875156f3ba4eb70"
"Walker D., Fung K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882701939&partnerID=40&md5=1bb091990e98779fe3efaeabf95d7585"
"Soban D.S., Salmon J., Fahringer P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880485424&partnerID=40&md5=0e957345eb00083c1c292f9b52029a8b"
"Bennett M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883467071&partnerID=40&md5=34de130a3fc92752c44350cd61c83637"
"Wixom B.H., Yen B., Relich M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878734475&partnerID=40&md5=8643ffedb4f12f1bfe6e13808b3a0cc1"
"Kobielus J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897541484&partnerID=40&md5=9c9ba9d799530712dc9ccb13488cef06"
"Stockton D.J., Khalil R.A., Mukhongo L.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879102759&partnerID=40&md5=f88b01c4b8f3b07840c471bae1926211"
"Krishnan K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894795856&partnerID=40&md5=189c07d8c03570cdd52e61e9fb6a833a"
"Tsai C.-Y., Hsu C.-H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876330154&partnerID=40&md5=36bfa831456b1a5b884f15bf19b1afd5"
"Stockton D.J., Khalil R.A., Mukhongo M.L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880549299&partnerID=40&md5=87d91e9ddbc9e63aa6b057ba85e7fe3c"
"Young C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894696505&partnerID=40&md5=0c6a4924b3eb4662ddb24ad0e66e152d"
"Raths D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876541817&partnerID=40&md5=2bf2a0995377c0c7969c5275f75885bf"
"Olsen D.H., Dupin-Bryant P.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872439208&partnerID=40&md5=ecd055366427e3646d575e45be78c82b"
"Sanderson M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875831842&partnerID=40&md5=81defcab1d8aeb09bfa386780f6d2dd6"
"Dunn K.E., Airola D.T., Lo W.-J., Garrison M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873652262&partnerID=40&md5=5b1a09f25606d7a979bc28bc7b177640"
"Dunn K.E., Airola D.T., Lo W.-J., Garrison M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875274954&partnerID=40&md5=413177de98243c5f9fa65b0fe82e08f2"
"Wen D., Guo-Min G., Tian-Jun W., Xin-Ju Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901708502&partnerID=40&md5=0513518684d75f410ac4844311e2d678"
"Wang K.-S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899837658&partnerID=40&md5=ee96c8fe8b237ce2ec1affa729f7ebb6"
"Pivk A., Vasilecas O., Kalibatiene D., Rupnik R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885001236&partnerID=40&md5=98dc9f9f5c9e4398df2b40c76b3ccc5a"
"Trandafili E., Biba M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877915006&partnerID=40&md5=b702219669119df3bee574dd44f9b78e"
"Schläfke M., Silvi R., Möller K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870233100&partnerID=40&md5=5bfb65094a1b2536289bafb796cbdfbf"
"Loeb S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858119707&partnerID=40&md5=85a07622f245a1701fcfad05121f298f"
"Shahbaz M., Shaheen M., Aslam M., Ahsan S., Farooq A., Arshad J., Masood S.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874886587&partnerID=40&md5=07b2cd1a61b02288a62f906cacb084c1"
[No author name available],"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874010973&partnerID=40&md5=9bdaab99115f7c03e42396205fad21dc"
"Shanks G., Bekmamedova N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874247166&partnerID=40&md5=17970319333e9bc89908674b02f45523"
"Devlin B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896872857&partnerID=40&md5=93797fa1ad7e338e92538f58b1af1184"
"Mont M.C., Brown R., Arnell S., Passingham N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866411297&partnerID=40&md5=ec9c81c8761365a7f3389132914c74bb"
"Soares S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896888875&partnerID=40&md5=42af0d909ab3cac3b5b43687cb286867"
"Levin J.A., Datnow A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859599443&partnerID=40&md5=db512703d93c9f0241685dc0637cc3ed"
"Hakeem A., Gupta H., Kanaujia A., Choe T.E., Gunda K., Scanlon A., Yu L., Zhang Z., Venetianer P., Rasheed Z., Haering N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860521964&partnerID=40&md5=02a01c4389b4b14597a92af2b1ae90fe"
"Gürbüz F., Pardalos P.M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861777230&partnerID=40&md5=b1a22e72ba16e5ca54ba082512a38252"
"Mandinach E.B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860126050&partnerID=40&md5=844ce4d31b2a7ac25dc127dd6b0a231c"
"Prestigiacomo J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863191543&partnerID=40&md5=322cc5091bec42ae652a02116254e6ee"
"Saracco R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865790948&partnerID=40&md5=745c2a161b590346aaa66cd0e7f08ea2"
"Ur-Rahman N., Harding J.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855874287&partnerID=40&md5=996d1e96356d8e3aaab4aeebd9549b56"
"Mooney B.L., Corrales L.R., Clark A.E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857373586&partnerID=40&md5=dcf9b297a544afba282fadab09ebf9ec"
"Loukis E., Pazalos K., Salagara A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859769700&partnerID=40&md5=359733f08321a79a99535be3c74f533e"
"Kwak D.-S., Kim K.-J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80255131411&partnerID=40&md5=72dfca23229b19e19210b828d639cb15"
"Casali A., Ernst C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858407804&partnerID=40&md5=3265e2d3e8fd5ca36de73655afdb7496"
"Basole R.C., Hu M., Patel P., Stasko J.T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555206065&partnerID=40&md5=48a53cdffc540ffeb2af31f1e0420a8a"
"Zakaria N., Cogburn D.L., Khadapkar P.S., Louis C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901047916&partnerID=40&md5=36427c8e2b755662a9a169f94a74da29"
"Rivo E., De La Fuente J., Rivo A., García-Fontán E., Cañizares M.-A., Gil P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860704295&partnerID=40&md5=a101c57e06200c33a84c937347f369d7"
"Chen H., Chiang R.H.L., Storey V.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916597404&partnerID=40&md5=5e07222e4be77137f72627fd18516345"
"Casserly M.D.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83155172677&partnerID=40&md5=1874b582ffb33fd222938fae4bf4a9dd"
"Kennedy B.L., Datnow A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255165239&partnerID=40&md5=4dced14f7e9bae98c77aaa941d6457c7"
"Kehal M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879270426&partnerID=40&md5=70381c9e6c3a85292bfd1a4b0346929b"
"Ting I.-H., Lin Y.-C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861765062&partnerID=40&md5=76c77ef7a8119dd198a9f3472d4a74db"
"Brown D.E., Famili F., Paass G., Smith-Miles K., Thomas L.C., Weber R., Baeza-Yates R., Bravo C., L'Huillier G., Maldonado S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863420888&partnerID=40&md5=fbc8797869e296dd23c8a3d0dbc1c6bc"
"Kerdprasop K., Kerdprasop N.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054968925&partnerID=40&md5=6ed99aa7b88549b7defc8a97d881a74e"
"Mick J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155214515&partnerID=40&md5=97b546bfecf4fd6803c000272711b678"
"Masoudifar F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864425762&partnerID=40&md5=fb63569a1ffa0783b477f7f296080fdb"
"Klatt T., Schlaefke M., Moeller K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80455176398&partnerID=40&md5=c9443945f7ee00e7cf50d5be695ca01f"
"Wegener D., Rüping S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053023976&partnerID=40&md5=c39b68d0373d225cb5030b33bf3927ff"
"Viaene S., Van Den Bunder A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053208893&partnerID=40&md5=bdf77b0020e8e2ba541580598baf391d"
"Varshney K.R., Mojsilovi A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052191357&partnerID=40&md5=e7af506105d571eeff4b258864804f05"
"Feng S., Zhou S., Liu Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961094519&partnerID=40&md5=61c14f7b19c32e9a674d76588fa457ac"
"Bhatnagar V., Ranjan J., Singh R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960512218&partnerID=40&md5=9c6884f42494d7aed331747e839037bc"
"Renick J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958729462&partnerID=40&md5=77ac4262c78a8c0939ab292d63cf8402"
"Peng Y., Zhang Y., Tang Y., Li S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953753719&partnerID=40&md5=213ff64664e7b4872dda7c35bfb23553"
"Song Y., Peng X., Dong W., Hu Z.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953747225&partnerID=40&md5=dbc0fdbbf86dbdf5054fd058f7ef8595"
"Ranjan J., Bhatnagar V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952293656&partnerID=40&md5=6e96587596dcd4b1949ac8833db5b83c"
"Wy J., Jeong S., Kim B.-I., Park J., Shin J., Yoon H., Lee S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650528444&partnerID=40&md5=ace4824fd2f95c88d7adbeb00ce77c53"
"Hagland M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953818725&partnerID=40&md5=69c9407efdae517d1668c73b57828744"
"Essaid M., Grimaud F., Burlat P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857182400&partnerID=40&md5=17b1bd62a0bb9c3541de95efe7cb2264"
"Adnan M., Nagi M., Kianmehr K., Tahboub R., Ridley M., Rokne J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893334539&partnerID=40&md5=d82aafdf7bcd21835fb1397c1a4adae3"
"Gros M.E., Goul M., Demirkan H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959611562&partnerID=40&md5=158fd8821d99b9cd3a1e9d9e3fd7f655"
"Doderer M.S., Yoon K., Robbins K.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650594428&partnerID=40&md5=8d89bbe90d2d82fa8e216c49ad8c324a"
"Bowers A.J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960794317&partnerID=40&md5=7820eb92e3d69b74e0771d701e7973d7"
"Weiss S.M., Baseman R.J., Tipu F., Collins C.N., Davies W.A., Singh R., Hopkins J.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149284202&partnerID=40&md5=90c6a79c2d8af2c63af82240404d5122"
"Çiflikli C., Kahya-Özyirmidokuz E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956339581&partnerID=40&md5=9a91af2f6f3abbb586310701ab5b02f9"
"Gao J., Koronios A., Kennett S., Scott H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874370066&partnerID=40&md5=b277e04d66a2492dbfc3f65344ea4523"
"Seng J.-L., Chen T.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957825754&partnerID=40&md5=65ee107ee382d9c4c5b2dd7ada533a4f"
"Kocakoç I.D., Erdem S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892419430&partnerID=40&md5=868e5c991205e177a7a0b1f73038cf44"
"Paredes-Moreno A., Martínez-López F.J., Schwartz D.G.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955305184&partnerID=40&md5=77b93964b1126be612cd0ca7f35dc538"
"Marsh J.A., McCombs J.S., Martorell F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958016742&partnerID=40&md5=347999ce8caf37d19045de889748611c"
"Bhatnagar V., Ranjan J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957975700&partnerID=40&md5=14feec2f0038dbdf5b2a9fcad923ce95"
"Tasdoven H., Sahin B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956376838&partnerID=40&md5=3042471f3a7184d27d10f6c5c45ea8c6"
"Laosiritaworn W., Holimchayachotikul P.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78249264467&partnerID=40&md5=623671bc0a2975a880a0b60215e6d99b"
"Wiener M.C., Obando L., O'neill J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953355105&partnerID=40&md5=57dc6c4bc5d0d84795e723fa8b4d573d"
"Trkman P., McCormack K., De Oliveira M.P.V., Ladeira M.B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955710529&partnerID=40&md5=31398abe5d3136a8058a02b8962a976e"
"Sherrod D., McKesson T., Mumford M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955495607&partnerID=40&md5=cc47fb6c772623f561218516570ac1cf"
"Morrisey L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949551160&partnerID=40&md5=857685405264b2418d1dd9f81ea9c887"
"Zhou G., Wang L., Wang D., Reichle S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953336330&partnerID=40&md5=23cbac630f0b2f710dd28847a9d07e73"
"Huang C.-F., Hsueh S.-L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950219982&partnerID=40&md5=f5e2614897b3b069752f16a2545d52a4"
"Hsu C.-Y., Chien C.-F., Lin K.-Y., Chien C.-Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956484289&partnerID=40&md5=f7f8ddbdfc8dbafd3ee49050ed301b64"
"Durán O., Rodriguez N., Consalter L.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71749100768&partnerID=40&md5=de3d5fba8463224164ce88c587a5968a"
"Haggerty J., Haggerty S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649173265&partnerID=40&md5=781fc99f8222aa2a210f3e52eb386d6e"
"Wanqing L.I., Lihua M.A., Dong W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950131260&partnerID=40&md5=2e88b461dd4a8859563954d42f98e72c"
"Dutton W., Pister K., Varian H., Bernard R., Salkowitz R., Bughin J., Chui M., Manyika J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987788972&partnerID=40&md5=0be9ac2f088ffe10aafa8e66fa652474"
"Cabrera C.B., Ordieres Meré J.B., Castejon Limas M., José Del Coz Díaz J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951112796&partnerID=40&md5=5d4c70e1bafd160f774fe0de157f5272"
"Soares C., Ghani R.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049273816&partnerID=40&md5=7ab2f92057040433444f0f6225dd07d8"
"Hsu C.-H., Lee T.-Y., Kuo H.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450198193&partnerID=40&md5=945da7af8d67146c46e4d78f243fd0ab"
"Lin Y.-C., Chen T.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952280846&partnerID=40&md5=a8916ee52dbb41e8e1ff6153e8938d59"
"Bhatnagar A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350464313&partnerID=40&md5=3010f30db5de5782ff9790793bb1795c"
"Ranjan J., Bhatnagar V.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349633449&partnerID=40&md5=a116a42952f3e4aee4db8e7bf928202e"
"Last M., Danon G., Biderman S., Miron E.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449196774&partnerID=40&md5=c81356546e3e8465ddd27fb00607129d"
"Choudhary A.K., Harding J.A., Tiwari M.K.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449130980&partnerID=40&md5=d0185a472bd8b50ec8d31b4fac0d8f9a"
[No author name available],"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749304335&partnerID=40&md5=3299e28bbcbee7c7e6f1bfa32591182f"
"Leblanc R.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749248997&partnerID=40&md5=48b6d50591e3d06aa7a54ded4e327db4"
"Holbrook M.C.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67249153513&partnerID=40&md5=3839dccdffe8f93e4e958ebed3c58cbf"
"Poon S.K., Davis J.G., Choi B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349152724&partnerID=40&md5=043e968e94d24464d2b818cc3e6486d4"
"Sharma S., Osei-Bryson K.-M.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349108935&partnerID=40&md5=858a0e7b6818432951c395c8e693d9a1"
"Feinberg B.A., Gilmore J., Haislip S., Gondesen T., Saleh M.N., Lenz W.H.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349174544&partnerID=40&md5=740dd58831789a6b017b196ef5e31f5b"
"Li L.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549147342&partnerID=40&md5=8c17b8ebf2d58056c670a36b8d09f485"
"Dayyani B.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651558887&partnerID=40&md5=fa2cd6a4d5d636a86a4da1b9dfe45ca8"
"Li L., Chang Q., Ni J.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449688157&partnerID=40&md5=ff5a761846466114916d7950addde3bd"
