2	1311	1
2	1322	1
2	1495	1
2	1505	1
2	1606	1
2	1629	1
2	1642	1
2	1702	1
2	1712	1
2	1718	1
6	1712	1
22	32	2
22	36	1
22	50	1
22	84	1
22	223	1
22	627	1
22	839	1
22	1272	1
22	1311	1
22	1353	2
22	1702	1
22	1734	1
32	36	1
32	223	1
32	616	2
32	627	1
32	673	1
32	781	1
32	797	1
32	839	2
32	1095	1
32	1106	1
32	1156	1
32	1157	3
32	1160	1
32	1162	1
32	1183	1
32	1301	1
32	1311	2
32	1319	3
32	1353	2
32	1372	2
32	1409	1
32	1449	2
32	1495	1
32	1629	1
32	1640	1
32	1642	1
32	1650	1
32	1685	1
32	1712	1
32	1722	1
32	1734	1
36	616	1
36	673	2
36	781	2
36	839	1
36	1046	1
36	1157	1
36	1160	2
36	1183	2
36	1301	1
36	1311	1
36	1319	1
36	1353	2
36	1495	2
36	1606	2
36	1629	1
36	1640	3
36	1642	2
36	1650	2
36	1702	1
36	1712	2
36	1734	2
36	1744	1
50	84	1
50	440	1
50	1272	1
84	1096	1
84	1272	1
84	1826	1
223	432	1
223	1096	1
223	1160	1
223	1311	1
223	1650	1
223	1722	1
223	1744	1
223	1826	2
237	840	1
237	1301	2
432	1595	2
432	1826	2
616	673	1
616	781	2
616	839	1
616	1007	1
616	1095	1
616	1156	1
616	1157	2
616	1160	2
616	1183	5
616	1301	1
616	1319	5
616	1353	3
616	1372	1
616	1449	2
616	1495	1
616	1505	2
616	1540	1
616	1598	1
616	1606	1
616	1629	1
616	1640	2
616	1642	5
616	1650	2
616	1685	1
616	1696	1
616	1712	2
616	1718	2
616	1734	1
616	1744	2
627	839	1
627	1311	1
661	821	1
661	853	1
661	1038	1
661	1095	1
661	1162	1
661	1301	1
661	1685	1
673	839	1
673	1095	1
673	1183	1
673	1301	1
673	1311	2
673	1319	2
673	1353	1
673	1409	1
673	1495	1
673	1702	1
673	1712	1
781	839	1
781	1106	1
781	1157	1
781	1160	4
781	1183	3
781	1319	1
781	1353	1
781	1449	1
781	1495	1
781	1505	2
781	1598	2
781	1606	1
781	1629	1
781	1640	2
781	1642	4
781	1650	2
781	1685	1
781	1712	1
781	1718	1
781	1734	2
797	1095	1
797	1106	1
797	1156	1
797	1162	1
797	1311	2
797	1319	1
797	1353	2
797	1372	1
797	1409	1
797	1449	1
797	1629	1
797	1685	1
797	1722	1
839	1007	1
839	1096	1
839	1106	1
839	1156	1
839	1157	2
839	1160	6
839	1162	1
839	1183	1
839	1301	3
839	1311	7
839	1319	1
839	1353	3
839	1372	1
839	1449	1
839	1495	3
839	1540	2
839	1598	2
839	1640	5
839	1642	2
839	1650	2
839	1696	1
839	1712	1
839	1718	2
839	1734	1
839	1744	1
840	1301	1
840	1642	1
853	1038	1
853	1095	1
853	1162	1
853	1301	1
853	1685	1
1007	1156	3
1007	1160	3
1007	1162	1
1007	1183	1
1007	1311	1
1007	1319	1
1007	1353	1
1007	1495	2
1007	1505	2
1007	1526	1
1007	1598	1
1007	1629	4
1007	1640	4
1007	1642	5
1007	1650	2
1007	1696	1
1007	1734	1
1007	1744	1
1038	1095	1
1038	1162	1
1038	1301	1
1038	1404	2
1038	1685	1
1046	1606	1
1046	1640	2
1046	1712	1
1046	1722	3
1046	1744	1
1095	1096	1
1095	1106	1
1095	1162	3
1095	1183	1
1095	1301	1
1095	1311	3
1095	1319	1
1095	1353	2
1095	1372	1
1095	1404	1
1095	1409	1
1095	1449	1
1095	1540	1
1095	1629	1
1095	1685	1
1095	1722	1
1096	1160	2
1096	1311	1
1096	1650	4
1096	1744	1
1106	1156	1
1106	1162	1
1106	1311	1
1106	1319	1
1106	1353	1
1106	1372	1
1106	1409	1
1106	1449	1
1106	1505	1
1106	1606	1
1106	1629	2
1106	1650	1
1106	1722	1
1156	1157	1
1156	1160	1
1156	1162	1
1156	1183	1
1156	1301	1
1156	1311	1
1156	1319	2
1156	1353	2
1156	1372	1
1156	1449	1
1156	1495	3
1156	1505	3
1156	1540	2
1156	1598	1
1156	1629	2
1156	1640	2
1156	1642	3
1156	1650	1
1156	1744	1
1157	1160	1
1157	1183	1
1157	1301	1
1157	1319	1
1157	1353	1
1157	1372	1
1157	1449	2
1157	1495	1
1157	1640	1
1157	1642	1
1157	1650	1
1157	1712	3
1157	1718	1
1157	1734	1
1160	1162	3
1160	1183	1
1160	1311	1
1160	1319	2
1160	1353	1
1160	1372	1
1160	1449	2
1160	1495	3
1160	1540	3
1160	1598	4
1160	1629	1
1160	1640	5
1160	1642	6
1160	1650	7
1160	1685	1
1160	1702	1
1160	1712	1
1160	1718	1
1160	1734	1
1160	1744	2
1162	1301	2
1162	1311	2
1162	1319	2
1162	1353	2
1162	1372	3
1162	1409	2
1162	1449	1
1162	1505	3
1162	1540	14
1162	1598	5
1162	1606	8
1162	1629	2
1162	1640	3
1162	1642	5
1162	1685	1
1162	1722	1
1162	1744	1
1183	1301	1
1183	1311	6
1183	1319	4
1183	1353	2
1183	1495	2
1183	1505	3
1183	1540	1
1183	1598	1
1183	1629	2
1183	1640	1
1183	1642	3
1183	1650	3
1183	1696	1
1183	1718	1
1183	1734	1
1183	1744	1
1283	1744	1
1301	1353	3
1301	1372	1
1301	1449	1
1301	1640	1
1301	1685	1
1301	1696	5
1301	1734	1
1301	2606	1
1311	1319	7
1311	1322	1
1311	1353	5
1311	1372	1
1311	1409	2
1311	1449	1
1311	1495	1
1311	1505	2
1311	1526	1
1311	1540	1
1311	1606	2
1311	1629	2
1311	1642	3
1311	1650	2
1311	1702	2
1311	1712	3
1311	1718	2
1311	1722	2
1311	1734	1
1311	1744	2
1319	1353	5
1319	1372	1
1319	1409	2
1319	1449	1
1319	1495	18
1319	1505	4
1319	1540	1
1319	1598	1
1319	1629	1
1319	1640	3
1319	1642	9
1319	1650	2
1319	1685	1
1319	1702	1
1319	1712	2
1319	1718	1
1319	1722	1
1319	1734	2
1322	1505	1
1322	1606	1
1322	1642	1
1322	1685	1
1322	1702	1
1322	1712	1
1322	1718	1
1353	1372	2
1353	1409	2
1353	1449	2
1353	1495	1
1353	1505	1
1353	1598	1
1353	1606	1
1353	1629	2
1353	1642	3
1353	1650	2
1353	1702	1
1353	1722	1
1353	1734	4
1353	1744	1
1372	1409	1
1372	1449	2
1372	1598	2
1372	1629	2
1372	1722	1
1404	1540	1
1409	1449	1
1409	1629	2
1409	1685	1
