Link,Affiliations
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937116207&partnerID=40&md5=319cc7d9e26a1181fd758682af8efc78","Potsdam Institute for Climate Impact Research, Potsdam, Germany; Institute of Physics, Potsdam University, Potsdam, Germany; University of Chicago Computation Institute, Chicago, IL, United States; Columbia University Center for Climate Systems Research, New York, NY, United States; Karlsruhe Institute of Technology, IMK-sIFU, Garmisch-Partenkirchen, Germany; Utrecht University, Utrecht, Netherlands; IPSL - LSCE, CEA CNRS UVSQ, Centre d'Etudes Orme des Merisiers, Gif sur Yvette, France; Centre for Ecology and Hydrology, Wallingford, United Kingdom; Tyndall Centre, School of Environmental Sciences, University of East Anglia, Norwich, United Kingdom; Institute of Physical Geography, J. W. Goethe University, Frankfurt, Germany; Met Office Hadley Centre, Exeter, United Kingdom; Civil Engineering Department, City College of New York, New York, United States; Swiss Federal Institute of Aquatic Science and Technology, Dübendorf, Switzerland; Department of Geography, University of Cambridge, Cambridge, United Kingdom; School of Geography, University of Nottingham, Nottingham, United Kingdom; Norwegian Water Resources and Energy Directorate, Oslo, Norway; International Institute for Applied System Analysis, Laxenburg, Australia; Centre for Terrestrial Carbon Dynamics, University of Sheffield, Sheffield, United Kingdom; Center for Global Environmental Research, National Institute for Environmental Studies, Tsukuba, Japan; Wageningen University, Laboratory of Geo-information Science and Remote Sensing, Wageningen, Netherlands; PBL Netherlands Environmental Assessment Agency, The Hague, Netherlands; University of Tokyo, Tokyo, Japan; Max Planck Institute for Biogeochemistry, Jena, Germany; NASA GISS, New York, NY, United States; University of Natural Resources and Life Sciences, Vienna, Austria; Max Planck Institute for Meteorology, Hamburg, Germany; Key Laboratory of Water Cycle and Related Land Surface Process, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, China; Center for Development Research, University of Bonn, Bonn, Germany; Humboldt-Universita¨t zu Berlin, Berlin, Germany; Santa Fe Institute, Santa Fe, NM, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931031051&partnerID=40&md5=30a72b2c887b47e735c7989bdd2f6131","RAND Corporation, 1776 Main St., P.O. Box 2138, Santa Monica, CA, United States; Metropolitan Water District of Southern California, P.O. Box 54153, Los Angeles, CA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939971051&partnerID=40&md5=eaf74e614e6c491a61f0c8a747994ecc","Department of Industrial Engineering, Amirkabir University of Technology, Tehran, Iran; Pars Khodro Automobile Manufacturer Company, Tehran, Iran"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925340714&partnerID=40&md5=b05548783051bfbe949133850897ff83","Dept. of Civil Engineering, Univ. of Texas at Arlington, Box 19308, Nedderman Hall, 416 Yates St., Arlington, TX, United States; Dept. of Civil and Environmental Engineering, Pennsylvania State Univ., 212 Sackett Building, University Park, PA, United States; NOAA/National Weather Service, Middle Atlantic River Forecast Center, 328 Innovation Blvd., Suite 330, State College, PA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963594613&partnerID=40&md5=1cf9874aa4091e05f4bcd10cabb47693","Ifremer, Unité Sciences et Technologies Halieutiques, ZI de la Pointe du Diable, CS 10070, Plouzané, France; Ifremer, Unité Ecologie et Modèles pour l'Halieutique, rue de l'île d'Yeu, Nantes Cedex 03, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920189724&partnerID=40&md5=0d8835a00f79c78cea52f13180dac6f1","RAND Corporation, Pittsburgh, United States; RAND Corporation, Santa Monica, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948447379&partnerID=40&md5=1a90d713db4fde68d02da90413d4e465",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935139870&partnerID=40&md5=afbe01cb982b08ae582534941664a5a1","Faculty of Technology, Policy and Management, Delft University of Technology, Delft, Netherlands; The Hague Centre for Strategic Studies, Den Haag, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965147247&partnerID=40&md5=b07f388a4ffdd6ad48b1d6546f891a54","Stanford University, United States; UC Berkeley, United States; Technion, Israel"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946067358&partnerID=40&md5=45680d11c67aec130af6ad85b269d885","Karlsruhe Institute of Technology (KIT), Institute for Industrial Production (IIP), Karlsruhe, Germany; 4flow AG, Department 4flow Research, Berlin, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944524446&partnerID=40&md5=710f23c02d715dbb3538b38532144345","Faculty of Technology, Policy, and Management, Delft University of Technology, Delft, Netherlands; Netherlands Institute for Advanced Study, Wassenaar, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939499206&partnerID=40&md5=e3b034b3354a8af8acabc189dda3be1b","School of Civil and Environmental Engineering, Cornell Univ., 207 Hollister Hall, Ithaca, NY, United States; School of Civil and Environmental Engineering, Cornell Univ., 211 Hollister Hall, Ithaca, NY, United States; Dept. of Environmental Sciences and Engineering, Univ. of North Carolina, Chapel Hill, NC, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939545496&partnerID=40&md5=57d63ab39323aaffc6f38e01da4a1147","Department of Civil Engineering, Indian Institute of Technology Hyderabad, India; Earth and Environmental Systems Institute, Pennsylvania State University, United States; School of Civil and Environmental Engineering, Cornell University, United States; Department of Geosciences, Pennsylvania State University, United States; Department of Engineering and Public Policy, Carnegie Mellon University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926387585&partnerID=40&md5=347ec641608b4fb4a723a03604a03286","Department of Computer and Systems Sciences, Stockholm University Stockholm, Sweden"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907783083&partnerID=40&md5=0bae1b585b7ed1cdf60be2f6f0b2d5aa","Department of Electrical Engineering, Indian Institute of Technology Delhi, New Delhi, India"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921966538&partnerID=40&md5=cb252413f7078340d0ef4fe415dbbb77","School of Mathematics and Information Sciences, Henan University, Kaifeng, China; School of Electrical and Computer Engineering, RMIT University, Melbourne, VIC, Australia; Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing, China; Faculty of Engineering, King Abdulaziz University, Jeddah, Saudi Arabia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944874118&partnerID=40&md5=ab05651c676fa75a02a43086647cda67","Department of Science and Technologies, University of Naples Parthenope, Naples, Italy; Computation Institute, Argonne National Laboratory and University of ChicagoIL, United States; University of Florida, Department of Agricultural and Biological Engineering, Gainesville, FL, United States; Mathematics and Computer Science Division, Argonne National Laboratory, Argonne, IL, United States; Department of Computer Science, University of ChicagoIL, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958983941&partnerID=40&md5=ca3b65f1a7eeedb701c87d63489ddf2e","The Johns Hopkins University, Baltimore, MD, United States; University of Stavanger, Stavanger, Norway"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922684275&partnerID=40&md5=c5871778dccce209e5006645d1fc7155","Department of Industrial and Manufacturing Systems Engineering, University of Michigan-Dearborn, Dearborn, MI, United States; Department of Industrial Engineering and Management Sciences, Northwestern University, Evanston, IL, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938236112&partnerID=40&md5=ae1ea0c7b082109dab325c4ffb30b135","Department of Computer Science, National University of Singapore, Singapore, Singapore"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912558988&partnerID=40&md5=a344559702d00aed22aa1a231de62c40","Environmental Change Institute, Univ. of Oxford, Oxford Univ. Centre for the Environment, South Parks Rd., Oxford, United Kingdom; James Madison Univ., 801 Carrier Dr.MSC 4113, Harrisonburg, VA, United States; Engineering and the Environment, Univ. of Southampton, Highfield, Southampton, United Kingdom; Univ. of Oxford, Oxford Univ. Centre for the Environment, South Parks Rd., Oxford, United Kingdom; School of Geography, Univ. of Leeds, University Rd., Leeds, United Kingdom; School of Engineering, Cardiff Univ., Cardiff, Wales, United Kingdom; School of Civil Engineering and Geosciences, Newcastle Univ., Newcastle upon Tyne, Tyne and Wear, United Kingdom; Univ. of Oxford, Oxford Univ. Centre for the Environment, South Parks Rd., Oxford, United Kingdom; School of Computing Science, Newcastle Univ., Tyne and Wear, United Kingdom; Science and Technology Policy Research, Univ. of Sussex Falmer, Brighton, United Kingdom; UK Climate Impacts Programme, Oxford Univ. Centre for the Environment, South Parks Rd., Oxford, United Kingdom; Cambridge Econometrics Covent Garden, Cambridge, United Kingdom; Dept. of Land Economy, Univ. of Cambridge, 19 Silver St., Cambridge, United Kingdom; SPRU, Science and Technology Policy Research, Univ. of Sussex Falmer, Brighton, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944519930&partnerID=40&md5=feddf114f20f6be3a47e1018256ba22d","Climate Service Center, Chilehaus-Eingang B, Helmholtz Zentrum Geesthacht, Hamburg, Germany; Climate Service Center, Chilehaus Hamburg, Germany; Max Planck Institute for Meteorology, Hamburg, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947041776&partnerID=40&md5=f993f594c8b33efc21799475ac4bbc14","Department of Marketing, Entrepreneurship, Hospitality, and Tourism, University of North Carolina at Greensboro, Greensboro, NC, United States; Department of Tourism, Recreation, and Sport Management, University of Florida, Gainesville, FL, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940544036&partnerID=40&md5=4bb36bf79aa18b9a27756fc7ee145150","Department of Chemical and Biomolecular Engineering, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro, Yuseong-gu, Daejeon, South Korea; CAPEC, Department of Chemical and Biochemical Engineering, Technical University of Denmark, Lyngby, Denmark"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940514818&partnerID=40&md5=0d9d8d403f89b42bd290ecc36eedeea9","Department of Electrical Engineering, University of North Texas, Denton, TX, United States; National Institute of Standards and Technology, Gaithersburg, MD, United States; Department of Computer Science and Engineering, University of Texas at Arlington, Arlington, TX, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945537843&partnerID=40&md5=669a10d9ec56221d4700898882512c3f","UCL Energy Institute, University College London, 14 Upper Woburn Place, London, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940051202&partnerID=40&md5=b68022c3fd1fb2a49f81bb19b435bb54","Sostenipra (ICTA-IRTA-Inèdit). Institute of Environmental Science and Technology (ICTA), School of Engineering (ETSE), Universitat Autònoma de Barcelona (UAB), Campus de la UAB, Bellaterra, (Cerdanyola del Valles), Catalonia, Barcelona, Spain; Inèdit Innovació SL, Carretera de Cabrils, km 2, Cabrils, Catalonia, Barcelona, Spain; Department of Chemical Engineering, University of Santiago de Compostela (USC), Galicia, Santiago de Compostela, Spain; Department of Geotechnical Engineering and Geoscience, School of Civil Engineering (ETSECCPB), Technical University of Catalonia-Barcelona Tech (UPC), Campus Nord, C/ Jordi Girona 1-3, Building D2, Catalonia, Barcelona, Spain; Institute of Sustainability (IS.UPC), Technical University of Catalonia-Barcelona Tech (UPC), Campus Nord, Building VX, Plaça Eusebi Guell, 6, Catalonia, Barcelona, Spain; Department of Chemical Engineering, School of Engineering (ETSE), Universitat Autònoma de Barcelona (UAB), Campus de la UAB, Bellaterra (Cerdanyola del Valles), Catalonia, Barcelona, Spain"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922422529&partnerID=40&md5=1b19e721c83d2d08d00394f45af70536","Los Alamos National Laboratory, Los Alamos, NM, United States; Engineering Institute, Mail Stop T001, United States; X Theoretical Design Division, Mail Stop T087, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948461462&partnerID=40&md5=19f7febb908f323494762ced324de0a0","Cranfield University, Shrivenham, Wiltshire, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948451855&partnerID=40&md5=e008b75ec6a206edd5a4352d78142df3","Cranfield University, Shrivenham, Wiltshire, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947571814&partnerID=40&md5=77f613bdabc4325f269af6299d3fcd46","Institute of System Science and Control Engineering, School of Automation, Hangzhou Dianzi University, Hangzhou, Zhejiang, China; Decision and Cognitive Sciences Research Centre, the University of Manchester, Manchester, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937636330&partnerID=40&md5=dd9043c70902218556417e36775cce54","Centre International de Recherche sur l'Environnement et le Développement (CIRED), Nogent-sur-Marne, France; Flood Hazard Research Centre, Middlesex University, London, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935053870&partnerID=40&md5=464bb12f8fc8f4029d8742e2c6c18a38","School of Environmental Engineering, Iran University of Science and Technology, Iran; Department of Land, Air and Water Resources, University of California, Davis, United States; Zachry Department of Civil Engineering, Texas AandM University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938930709&partnerID=40&md5=42862c36e62302c3aa6f04c03ba640fc","Department of Production Engineering, Birla Institute of Technology, Mesra, Ranchi, India"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923320918&partnerID=40&md5=2eb463c9f5d80165e27101dc77fea271","Institute for Knowledge Discovery, Graz University of Technology, Graz, Austria; BioTechMed, Graz, Austria; Rehabilitation center Judendorf-Straßengel, Judendorf-Straßengel, Austria; Eberhard Karls University of Tübingen, Tübingen, Germany; Avapace, Asociación Valenciana de Ayuda a la Parálisis Cerebral, Valencia, Spain"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958559452&partnerID=40&md5=7327e384a297478e6acab0393a1bdc1b","Centre of Excellence in Geosciences and Petroleum Engineering, University of Benin, Nigeria; Shell Petroleum Development Company, Nigeria"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946059614&partnerID=40&md5=3182de082612c84b2a977b7f162590d6","LISES, DICAM, Alma Mater Studiorum, Università di Bologna, via Terracini 28, Bologna, Italy; SINTEF Technology and Society, Safety Research, Trondheim, Norway"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942015585&partnerID=40&md5=41b8eb01a61bd91507e5802911829d64","Department of Civil, Environmental and Construction Engineering, University of Central Florida, Orlando, FL, United States; M.E.L.P., Energy Efficiency Product Management Intern, Eversource Energy, Westwood, MA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923841945&partnerID=40&md5=24537ccf579f769499a28ad88734cee3","Delft University of Technology, Delft, Netherlands; Netherlands Institute for Advanced Study, Wassenaar, Netherlands; The Hague Centre of Strategic Studies, Den Haag, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932600124&partnerID=40&md5=96ff82b9a39766cfe9c3a41e1bd59254","Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, GA Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923511359&partnerID=40&md5=9553bad84a1a994771c627be50d5f9a4","Monash Water for Liveability, Department of Civil Engineering, Monash University, Clayton, VIC, Australia; Cooperative Research Centre (CRC) for Water Sensitive Cities, Monash University, Clayton, VIC, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922990374&partnerID=40&md5=acd1b151587e3295589cdbd09fd5cff0","University of Connecticut, United States; Gyeongin National University of Education, South Korea; Utah State University, United States; University of Massachusetts Dartmouth, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937677686&partnerID=40&md5=f353e43abb1113289f4cf9f25cef3371","Penn State Hershey College of Medicine; Penn State Hershey Cancer Institute; The Drs Kienle Center for Humanistic Medicine, Penn State Hershey College of Medicine, Hershey, PA; University of California Davis Comprehensive Cancer Center, Sacramento, CA; University of Texas Southwestern-Austin Transitional Residency Program, Austin, TX; and University of Massachusetts Medical School, Worcester, MA"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907663311&partnerID=40&md5=ee303e0fb622797ae8a2e877404852d2","Unit of Environmental Engineering, Institute of Infrastructure, University of Innsbruck, Technikerstr. 13, Innsbruck, Austria; Monash University Water for Liveability Centre, Cooperative Research Centre for Water Sensitive Cities, Department of Civil Engineering, Monash University, Clayton, VIC, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922433050&partnerID=40&md5=4273b7b1f0f5a4f7d5916828cf3bc5de","Norwegian Institute for Water Research (NIVA), Gaustadalléen 21, Oslo, Norway; UFZ - Helmholtz Centre for Environmental Research, Department of Bioanalytical Ecotoxicology, Permoserstr. 15, Leipzig, Germany; Liverpool John Moores University, School of Pharmacy and Biomolecular Sciences, Byrom Street, Liverpool, United Kingdom; U.S. Environmental Protection Agency, Office of Research and Development (ORD), Research Triangle Park (RTP)NC, United States; Environment Health and Safety Division, Environment Directorate, Organisation for Economic Co-operation and Development (OECD), 2 rue André Pascal, Paris Cedex 16, France; Institute for Genomics, Biocomputing and Biotechnology, Mississippi State University, Starkville, MS, United States; Johns Hopkins University, Bloomberg School of Public Health, Center for Alternatives to Animal Testing (CAAT), 615 N Wolfe St, Baltimore, MD, United States; European Commission-Joint Research Centre, Institute for Health and Consumer Protection, Systems Toxicology Unit, Via E. Fermi, Ispra, Varese, Italy; DuPont Haskell Global Centers for Health and Environmental Sciences, Stine-Haskell 320/212, 1090 Elkton Road, Newark, DE, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907954728&partnerID=40&md5=7de6011eb7a0d3f79c4d661a71b6b65f","Department of Civil, Environmental and Construction Engineering, University of Central Florida, Orlando, FL, United States; State Material Office, Florida Department of Transportation, 5007 N.E. 39th Avenue, Gainesville, FL, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942363035&partnerID=40&md5=53b1ba1f7e464fbc6372032fe1e892e1","Paul Watkiss Associates, Oxford, United Kingdom; Department of Economics, University of Bath, Bath, United Kingdom; Oxford Energy Associates, Associate Fellow Chatham House and Visiting Research Fellow London Business School, Oxford, United Kingdom; Independent, Wolverhampton, United Kingdom; Senior Visiting Research Associate, Environmental Change Institute, University of Oxford, Oxford, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910594225&partnerID=40&md5=f89f50b6bb6667f9433675dcb7b7868a","GNS Science, Wairakei Research Centre, Private Bag 2000, Taupo, New Zealand; Department of Conservation, Private Bag, Turangi, New Zealand; Volcanic Risk Solutions, Institute of Agriculture and Environment, Massey University, Private Bag 11 222, Palmerston North, New Zealand; GNS Science, 1 Fairway Drive, Avalon, Lower Hutt, New Zealand"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942364143&partnerID=40&md5=5ab0880789dd936a41e867a5a3892b69","Climate System Analysis Group, University of Cape Town, Rondebosch, Cape Town, South Africa"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908424259&partnerID=40&md5=7dc8307958559899c886f2b85be91159","Norwegian Institute for Water Research (NIVA), Gaustadalle´en 21, N-0349 Oslo, Norway; UFZ - Helmholtz Centre for Environmental Research, Department of Bioanalytical Ecotoxicology, Permoserstr. 15, 04318 Leipzig, Germany; Liverpool John Moores University, School of Pharmacy and Biomolecular Sciences, Byrom Street, Liverpool L3 3AF, UK; U.S. Environmental Protection Agency, Office of Research and Development (ORD), Research Triangle Park (RTP), NC 2771, USA; Environment Health and Safety Division, Environment Directorate, Organisation for Economic Co-operation and Development (OECD), 2 rue Andre´ Pascal, 75775 Paris Cedex 16, France; Institute for Genomics, Biocomputing & Biotechnology, Mississippi State University, Starkville, MS, USA; Johns Hopkins University, Bloomberg School of Public Health, Center for Alternatives to Animal Testing (CAAT), 615 N Wolfe St, Baltimore, MD 21205, USA; European Commission-Joint Research Centre, Institute for Health & Consumer Protection, Systems Toxicology Unit, Via E. Fermi, Ispra, Varese, Italy; DuPont Haskell Global Centers for Health and Environmental Sciences, Stine-Haskell 320/212, 1090 Elkton Road, Newark, DE 19711, USA"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922465409&partnerID=40&md5=c3a70f76df23d0259bd74a370c7ed6a4","CSIRO Ecosystem Sciences, Black Mountain, ACT, Australia; School of Environment, Centre for Environmental Change and Human Resilience, University of Dundee, Perth Road, Dundee, United Kingdom; CSIRO Climate Adaptation FlagshipACT, Australia; WorldFish Centre, CGIAR, Malaysia; School of Sustainability, Arizona State University, United States; CSIR, Natural Resources and Environment Division, Johannesburg, South Africa; School of Geography, Archaeology and Environmental Studies, University of the Witwatersrand, South Africa; International Center for Tropical Agriculture(CIAT), C/O Department of Agriculture and Ecology, University of Copenhagen, Denmark"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905983125&partnerID=40&md5=93006c7ce2b5241a28b16df166aabba8","University of California, Berkeley, CA, United States; British Geological Survey, Edinburgh, United Kingdom; Utrecht University, Utrecht, Netherlands; University of Hull, Hull, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927511422&partnerID=40&md5=ab9c52996b034d7ca099948a562b58b2","Executive MBA Program, University of Wales, Athens, Greece International Site, Athens, Greece"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904658611&partnerID=40&md5=8ef413e4f576335dc786060f0f3f7a38","Department of Arts and Sciences, University of Tokyo, Tokyo, Japan; School of Informatics and Engineering, University of Sussex, Brighton, United Kingdom; Japan Society for the Promotion of Science, Tokyo, Japan"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953249929&partnerID=40&md5=b147f66516b395715a81f0de15c5d4ce","Royal College of Surgeons, Ireland"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894435128&partnerID=40&md5=1e0696b725ac74314bb0edeb985fa86c","PSL, Université Paris-Dauphine, 75775 Paris Cedex 16, France; Lehigh University, Industrial and Systems Engineering Department, 200 W Packer Ave, Bethlehem, PA 18015, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930334579&partnerID=40&md5=936efa738089a3f0650739682d4fd52f","Sustainable Development Network, World Bank, Washington, DC, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901084295&partnerID=40&md5=bd4ef4e13e3fc32b9b5e08bf2f35703d","Space and Remote Sensing, Los Alamos National Laboratory, Los Alamos, NM, United States; Theoretical Biology and Biophysics, Los Alamos National Laboratory, Los Alamos, NM, United States; Department of Physics and Atmospheric Science, Dalhousie University, Halifax, NS, Canada; Par Assoc., Las Cruces, NM, United States; University of Oslo, University Centre in Svalbard, Oslo, Norway; Department of Geologic Sciences, University of Colorado Boulder, Boulder, CO, United States; Earth and Environmental Sciences, Los Alamos National Laboratory, Los Alamos, NM, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949928262&partnerID=40&md5=3eb2fdcc6b77dac21037467b3cbe06e4","Pernambuco University, Recife, Brazil"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983146809&partnerID=40&md5=339287e5ea739c7aa5aa8e12587ad970","Department of Energy Economics and Electricity Market, Energy and Environment Research Center, Niroo Research Institute (NRI), P.O. Box 1468617151, Tehran, Iran; Department of Electrical and Electronics Engineering, Ferdowsi University of Mashhad, Mashhad, Iran"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899809681&partnerID=40&md5=477654572ad55573627eba4d1a41acd4","Computer Science Department, University of California, Los Angeles, Los Angeles, CA 90095, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890960177&partnerID=40&md5=cc8a5611a70089d6b742d862248e8370","Department of Chemical Engineering, McMaster University, 1280 Main Street West, Hamilton, ON L8S 4L7, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890863739&partnerID=40&md5=3c2ae80ae1a16f2eeb345cbd14f0c580","Korea Environment Institute, Seoul, 122-706, South Korea; Department of Civil Engineering, Seoul National University of Science and Technology, Seoul, 139-743, South Korea"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888120151&partnerID=40&md5=0a243a58f5b2c51f51a2bfa2d2f82add","Bauhaus Luftfahrt e.V., Lyonel-Feininger-Str. 28, 80807 Munich, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894457576&partnerID=40&md5=e39e4cfbca4a304a6b67108bd1468e14","Los Alamos National Laboratory, Los Alamos, NM, 8754, United States; The Engineering Institute, Mail Stop T001, Los Alamos, NM 87545, United States; Theoretical Design Division, Mail Stop T087, Los Alamos, NM 87545, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894453004&partnerID=40&md5=c0a3e55b05c268f6999b58b25fab7294",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988273448&partnerID=40&md5=fb730d1945af9d6d3be7d3e9f0dcafff","Ecole Nationale des Sciencesde l'Informatique, Laboratoire RIADI, Manouba, Tunisia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893382552&partnerID=40&md5=aa0ab80d5d55f709c1d192f614402edd","Center for Risk Management of Engineering Systems, University of Virginia, Charlottesville, VA 22904, United States; Department of Civil and Environmental Engineering, University of Virginia, Charlottesville, VA 22904, United States; Hampton Roads Planning District Commission, Chesapeake, VA 23320, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894262363&partnerID=40&md5=0cccdb9ce40b46bb7d468c00be74eb87","Institute of Transportation Studies, University of California Davis, Davis, CA, United States; Mercator Research Institute on Global Commons and Climate Change, Berlin, Germany; Technische Universität Berlin, Berlin, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893668815&partnerID=40&md5=3fdcdbb67cc960a9da4e6898f48539b7","School of Physical Therapy, Western University, 1201 Western Rd, N6H 1A1, Canada; Department of Epidemiology and Biostatistics, Western University, London, ON, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908179647&partnerID=40&md5=7bfc5d1de5c2ac09db15d876107fbcc7",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911449269&partnerID=40&md5=7f33153b059eac3296b2056f119d27bd","Graduate School of Humanities and Sciences, Nara Women's University, Nara, Japan; Research Institute for Mathematical Sciences, Kyoto University, Kyoto, Japan; Faculty, Division of Natural Sciences, Nara Women's University, Nara, Japan; Principles of Informatics Research Division, National Institute of Informatics, Tokyo, Japan; Faculty of Computer and Information Sciences, Hosei University, Tokyo, Japan"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904788790&partnerID=40&md5=363b55ec9ffb2d3d552b0e530b051710","Delft University of Technology, Faculty of Technology, Policy and Management, Delft, Netherlands; Deltares, Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930149546&partnerID=40&md5=ed7fd79a034f58ce88f573928880e50d","Department of Computer Science, University of Nebraska-Lincoln, 348 Avery Hall, Lincoln, NE, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908258559&partnerID=40&md5=72c8752241bf8af4fc895451a31df954","Department of Operations Research and Information Technology, AGH University of Science and Technology, Kraków, Poland"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895416415&partnerID=40&md5=306b837159288d3b28b87cf812210892","Sanford School of Public Policy, Duke Global Health Institute, Durham, NC, United States; Department of Environmental Sciences and Engineering, UNC-Chapel Hill, Chapel Hill, NC, United States; Manchester Business School, Manchester, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929148011&partnerID=40&md5=c9a503ec78faef65c04fec2bdbbad74a","SINTEF Technology and Society, Safety Research, Postboks 4760 Sluppen, Trondheim, Norway; Alma Mater Studiorum - Università di Bologna, Dipartimento di Ingegneria Chimica, Mineraria e delle Tecnologie Ambientali, Bologna, Italy; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John's, NL, Canada; Department of Process Engineering and Applied Science, Dalhousie University, Halifax, NS, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910119475&partnerID=40&md5=95133754d8d63f5cc27059d750d3b385","Delft University of Technology, Faculty of Technology, Policy and Management, Delft, Netherlands"
