Link,Affiliations
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911408081&partnerID=40&md5=c0717e6021c1c8634ae7b4939e0a67d1","Department of Civil and Environmental Engineering, Cornell University, Ithaca, NY, United States; Department of Environmental Sciences and Engineering, University of North Carolina, Chapel Hill, NC, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900505883&partnerID=40&md5=39da4d0c00f4cf4331a6c8f9efdadb71","School of Management Hefei, Hefei University of Technology, Hefei, Anhui, China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939431&partnerID=40&md5=2bc54aa327df19135adbcd0bd35e6958","RAND Corporation, 1776 Main St., Santa Monica, CA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903890546&partnerID=40&md5=a5b78ce7f1908f2cf581b35a9f6c6b47","Chongqing Key Laboratory of Electronic Commerce and Supply Chain System, Chonqing Technology and Business University, Chongqing 400067, China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904355042&partnerID=40&md5=60cbce3186d16087441890d506cdebbd","IBM Almaden Research Center, 650 Harry Road, San Jose, CA 95120-6099, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911014861&partnerID=40&md5=66edaafcc72d819c3fb7bf8cf184889c","Gran Sasso Science Institute, L’Aquila, Italy; Department of Information Engineering, Computer Science and Mathematics, University of L’Aquila, Italy; Amrita School of Business, Amrita Vishwa Vidyapeetham, India"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904789799&partnerID=40&md5=47eccf22a63d7b090b8934f9fd5476a3","Technische Universität Dresden, Institute of Hydrology and Meteorology, 01069 Dresden, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903146969&partnerID=40&md5=1dd601ba14d1e0def99e11741f968875","Departement of Management, Tilburg University, Netherlands; Centre for Integrated Emergency Management, University of Agder, Norway"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958550027&partnerID=40&md5=f1481c031cc845ecc797fbc01d7f6612","Neurocybernetic Team, ETIS, CNRS UMR 805, France; Partnering Robotics, France; Institut de l'Économie Numérique, PREG-CRG École Polytechnique, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895107835&partnerID=40&md5=a386a07cae4003338d8976360f47fd59","RAND Corporation, Santa Monica, CA, United States; Google, Los Angeles, CA, United States; Precision Health Economics, Los Angeles, CA, United States; Health economics and outcomes research in virology for AbbVie, Chicago, IL, United States; Virology for Bristol-Myers Squibb, Plainsboro, NJ, United States; Division of HIV and STD Programs (DHSP), Department of Public Health, Los Angeles County, United States; The Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, United States; Health assessment, L.A. Care Health Plan, Los Angeles, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930989213&partnerID=40&md5=a4ddcef7af4c839579340864b669c768","Department of Electrical Engineering, Malaviya National Institute of Technology Jaipur, Jaipur, India; Department of Electronic and Electrical Engineering, Faculty of Engineering and Design, University of Bath, Bath, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925484561&partnerID=40&md5=fc0f858e581ed542092ab9180f8361b1","Department of Electrical Engineering and Computing, Universidad Autónoma de Ciudad Juárez, Ciudad Juárez Chihuahua, Mexico; Department of Business Administration and Marketing, Universitat Jaume I, Castelló de la Plana, Spain; Department of Computer Languages and Systems, Institute of New Imaging Technologies Universitat Jaume I, Castelló de la Plana, Spain"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898795502&partnerID=40&md5=f662f6a5cabe3a1175d9944118e6fd9e","School of Civil Engineering, University of Birmingham, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904764030&partnerID=40&md5=17a3c1ca7287cf4779af07a39fdf8f29","Department of Civil, Environmental, and Construction Engineering, University of Central Florida, Orlando, FL, United States; Department of Industrial and Manufacturing Engineering, North Dakota State University, Fargo, ND, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902160375&partnerID=40&md5=b85f31ee5e57609c11df3c1081bf78c2","Department of Mechanical Engineering, University of Connecticut, Storrs, CT 06269, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904644707&partnerID=40&md5=0ac9e74c4283664d8b606e60bbc30a4d","INRIA Rennes-Bretagne Atlantique, Campus Universitaire de Beualieu, 35042 Rennes Cedex, France; Computer Architecture Group, Universidad Carlos III de Madrid, C.P. 28911, Leganes, Madrid, Spain"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901496137&partnerID=40&md5=05ea21d767f9df826d3364421b80332a","School of Applied Sciences, Cranfield University, Cranfield, Bedfordshire, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906725087&partnerID=40&md5=1d0889b2a2f9fc5d7991cea8a4382632","Philips Research North America, 345 Scarborough Road, Briarcliff Manor, NY 10510, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911867801&partnerID=40&md5=b6b3b74398984b65237b47e689df335d","University of Colorado Boulder, Civil, Environmental, and Architectural Engineering, UCB 428, Boulder, CO, United States; National Centre for Groundwater Research and Training, Fenner School of Environment and Society, Australian National University, Canberra, Australia; DecisionVis, LLC, State College, PA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902539052&partnerID=40&md5=9fe1b303dc14d30acdb57e17467c31cc","Bren School of Environmental Science and Management, University of California, Santa Barbara, CA 93106-5131, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893424569&partnerID=40&md5=44cc5905f5cc51070efe3b6b26a76652","Australian Wetlands, Rivers and Landscapes Centre, School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, NSW, 2052, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891489294&partnerID=40&md5=23fdd91ebb2490e57855aba2dfbf520d","School of Chemical and Biomolecular Engineering, The University of Sydney, Sydney, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994092365&partnerID=40&md5=97e4859b21a1690dcd47809af6682fea","SPE, Saudi Arabia; Saudi Aramco, Saudi Arabia; Schlumberger, Saudi Arabia; Baker Hughes Inc, United States; Halliburton Inc., United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902491107&partnerID=40&md5=e7b42a1ea5462b2a04984c8988201c50","School of Reliability and Systems Engineering, Beihang University, Beijing 100191, China; Department of Industrial Engineering, Tsinghua University, Beijing 100084, China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923858526&partnerID=40&md5=b19393a1791a13ebfc66297b9e0ea756","DK The Sciences in Context, Maria-Theresien-Straße 3/27, Vienna, Austria"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897963193&partnerID=40&md5=d4445d8820b7c5737dfc391208bc385c","Delft University of Technology, Jaffalaan 5, 2628 BX, Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897020973&partnerID=40&md5=f12d6eb8b815678392c7ea4d1e1ad2e8","Pharsight-A Certara Company, Marseille, France; Amgen, Thousand Oaks, CA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904012559&partnerID=40&md5=d239e954a8d4603116f7f6e0de886ff9","Mississippi State University, Starkville, MS, United States; University of North Florida, Jacksonville, FL, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920628526&partnerID=40&md5=a0bc47286c63505d9853ecf297ca7f7a","University of Cyprus, Nicosia, Cyprus; Tufts University, Medford, United States; Middlesex University London, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920733214&partnerID=40&md5=62c80873bf0e038fd081e76c430b7b9e","School of Software, Shanghai Jiao Tong University, Shanghai, China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901686691&partnerID=40&md5=0d4ccb6dc16b9ba5af6b6193245a6114","Otto-von-Guericke-University Magdeburg, Germany; Institute of Human Resource Management and Organizations (HRMO) at Hamburg, University of Technology (TUHH), Germany; University of Twente, Enschede, Netherlands; Coles College of Business, Kennesaw State University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900325357&partnerID=40&md5=255e7c79f025dfd7103027ac049150a3","Max Planck Institute for Meteorology, Hamburg 20146, Germany; International Max Planck Research School on Earth System Modelling, Hamburg 20146, Germany; School of Environmental Science and Engineering, Pohang University of Science and Technology, Pohang, South Korea; Korea Institute of Ocean Science and Technology, Ansan, South Korea"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911917201&partnerID=40&md5=d9b4ce5241bb02504183d082818dc5f6","Deltares, Rotterdamseweg, Delft, Netherlands; Nelen and Schuurmans, Zakkendragerssteeg, Utrecht, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911892376&partnerID=40&md5=ed3ec4ba6e03f97d452a36393db9ebe3","Water and Development Research Group (WDRG), Aalto University, Espoo, Finland; National Centre for Groundwater Research and Training, Fenner School of Environment and Society, Australian National University, Canberra, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902535735&partnerID=40&md5=2c23231d6d6b5d29e242aece9f8f11b7","Delft University of Technology, Netherlands; GEN Nederland, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890820243&partnerID=40&md5=5fc7e8e6ad053c33ff33266787bae990","Department of Electrical and Computer Engineering, McMaster University, Hamilton, ON, L8S 2L3, Canada; Command, Control and Intelligence (C2I) Section, Defence Research and Development Canada-Valcartier, 2459 blvd. Pie XI North, Québec, QC, G3J 1X5, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890034750&partnerID=40&md5=6778131dcb8a3073df18b73e493aa24d","CNRS-LIP6, Univ. Pierre et Marie Curie, France; Carnegie Mellon University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888421661&partnerID=40&md5=7eab8d1449e1190e27dfedb8075a36a2","Department of Human-Computer Interaction, University of Hagen, Universitätsstrasse 1, D-58097 Hagen, Germany"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888326915&partnerID=40&md5=b99f0c2b9940fa4a01b4a385529c6935","Dartmouth College, Thayer School of Engineering, 14 Engineering Drive, Hanover, NH 03755, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889084767&partnerID=40&md5=41ccb3245657473787b1bd8a72fe30f0","Lancashire County Council, White Cross Centre, Lancaster, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894681535&partnerID=40&md5=669e5aa3cec1a746fa45f6f285d0b79c","College of Graduate Studies, Universiti Tenaga Nasional, Putrajaya Campus, 43000, Selangor Darul Ehsan, Malaysia; College of Information Technology, Universiti Tenaga Nasional, Malaysia; Faculty of Computer and Mathematical Sciences, Universiti Teknologi MARA, Malaysia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898333195&partnerID=40&md5=2555ff9ec7a0baf09761198b2a2e0dde","University of Massachusetts Dartmouth, United States; Gyeongin National University of Education, South Korea; Logan High School, United States; Utah State University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885419715&partnerID=40&md5=c08afec64fa5e915b301e34440ca0018","Korea Environment Institute, Seoul, South Korea; Department of Civil Engineering, Seoul National University of Science and Technology, Seoul, South Korea"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886584847&partnerID=40&md5=5002872d1be916aa3032d52cc2fa3d19","MONASH Water for Liveability, Civil Engineering Department, Monash University, Clayton, VIC, 3800, Australia; Unit of Environmental Engineering, University of Innsbruck, Innsbruck, 6020, Austria"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885216749&partnerID=40&md5=fcffeac0302740bd23f6e07f28554dd4","Department of Political Science, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, United States; Department of Urban Studies and Planning, Engineering Systems Division, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880349947&partnerID=40&md5=8fdca4b23e40fbaff6a77a27157a513b","RAND Corporation, 1776 Main Street, Santa Monica, CA 90405, United States; Pardee RAND Graduate School, 1776 Main Street, Santa Monica, CA 90405, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885638754&partnerID=40&md5=e6fc241011304f0726bc5253207d15ec","Biorobotics Laboratory, School of Engineering, Station 14, 1015 Lausanne VD, Switzerland; Groupe de Recherche sur le Système Nerveux Central, Département de Physiologie, Université de Montréal, Montréal QC H3C 3J7, Canada; INSERM U862 - Neurocentre Magendie, Motor System Diseases Team, Université de Bordeaux, 146 rue Leo Saignat, 33077 Bordeaux Cedex, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944902467&partnerID=40&md5=e39bb501fa82d55146ad0e48f06a55ab","University of Massachusetts Dartmouth, United States; Gyeongin National University of Education, South Korea; Logan High School, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884256921&partnerID=40&md5=b60db0fccc59208ab43db74062b9ed8e","Euro-Mediterranean Center on Climate Change (CMCC), Via Augusto Imperatore 16, 73100 Lecce, Italy; Department for Innovation in Biological, Agro-Food and Forest Systems (DIBAF), University of Tuscia, Via S. Camillo de Lellis, 01100 Viterbo, Italy; Environment and Natural Resources (AFTEN) Africa Region, The World Bank1818 H Street, N.W. Washington DC 20433, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883898253&partnerID=40&md5=f2dee51fe16b947e8e37c8c659ea4972","Faculty of Technology, Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883187501&partnerID=40&md5=529d04b73ecf3890bc2880172c3f0849","Department of Anesthesia and Perioperative Medicine, Western University, London, ON, Canada; Department of Anesthesia and Perioperative Medicine, Western University, University Hospital, 339 Windermere Road, C3-172, London, ON N6A 5A5, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951983257&partnerID=40&md5=ff7109624c685695ed8913ef82b5cf9b","Ecole Centrale Paris, Laboratoire Genie Industriel, AgroParisTech, SESG, France; Ecole Centrale Paris, Laboratoire Genie Industriel, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881539429&partnerID=40&md5=6f16636cf089dfd44dfb2fe15114e4e1","Department of Civil Engineering, School of Geography and Environmental Science, Monash University, Wellington Road, Clayton, VIC 3800, Australia; Monash Water for Liveability, School of Geography and Environmental Science, Monash University, Wellington Road, Clayton, VIC 3800, Australia; Department of Civil Engineering, Cooperative Research Centre for Water Sensitive Cities, Monash University, Wellington Road, Clayton, VIC 3800, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881218358&partnerID=40&md5=21d0e6e57bff0d300d36d293605cdc3c","Los Alamos National Laboratory, Los Alamos, NM 87545, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879735572&partnerID=40&md5=283b0b76e5c3b0fa7fd05f1ffa5bfe49","Center for Risk Management of Engineering Systems, Dept. of Systems and Information Engineering, Univ. of Virginia, 112 Olsson Hall, Charlottesville, VA 22904, United States; Dept. of Civil Engineering, Parks College of Engineering, Aviation and Technology, Saint Louis Univ., 3450 Lindell Blvd., McDonnell Douglas Hall, St. Louis, MO 63103, United States; Dept. of Civil and Environmental Engineering, Univ. of Virginia, Thornton Hall B228351, McCormick Road, Charlottesville, VA 22904-1000, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877110300&partnerID=40&md5=641edb21dc473cb346b81b5d6d5d292c","CSIRO Ecosystem Sciences, 41 Boggo Road, Dutton Park, QLD 4102, Australia"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880380965&partnerID=40&md5=0aa90e4a1f16008a3b100cfdea7f3be0","Department of Hydrosciences, School of Earth Sciences and Engineering, Nanjing University, Nanjing 210093, China; Key Laboratory of Earth Fissures Geological Disaster, Ministry of Land and Resources, Geological Survey of Jiangsu Province, Nanjing 210018, China; Nanjing Hydraulic Research Institute, Nanjing 210029, China"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879390451&partnerID=40&md5=fd12761207df807ea1df7a9712e20d57","School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; Department of Industrial Management and Technology, University of Piraeus, No. 80, Karaoli and Dimitriou Str., Pc: 18534 Piraeus, Greece"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878442872&partnerID=40&md5=65aa4f05d249c6b7836436156c0578f2","Department of Civil, Environmental and Geomatic Engineering, University College London, Chadwick Building, Gower Street, London WC1E 6BT, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883182173&partnerID=40&md5=9d260958f4c97d2c99a2764a261a0429","RAND Corporation, 1776 Main Street, Santa Monica, CA 90407, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876884540&partnerID=40&md5=c33c2c313891a7c173df2ec7c64c0899","Dartmouth College, Thayer School of Engineering, 14 Engineering Drive, Hanover, NH 03755, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883417333&partnerID=40&md5=71105d75c818bebe58172a566f53f564","Indiana University, 535 W. Michigan St., Indianapolis, IN 46202, United States; MITRE Corporation, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876943607&partnerID=40&md5=3d20a37ea99eecf146fded49dac65449","Tel Aviv University, Tel Aviv, Israel, and Microsoft Research, Herzelia, Israel; ETH Zurich, Zurich, Switzerland; Hebrew University of Jerusalem, Jerusalem, Israel; Microsoft Research, Herzelia, Israel; Technion-Israel Institute of Technology, Haifa, Israel"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875376336&partnerID=40&md5=e5900a6518ae381652165b746a1854c7","Faculty of Technology, Policy and Management, Delft University of Technology, Delft, Netherlands; The Hague Centre for Strategic Studies, The Hague, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877050337&partnerID=40&md5=d7af805ee560af8459a0e60729313a72","Wharton School, University of Pennsylvania, Huntsman Hall, 13730 Walnut Street, Philadelphia, PA 19104-6340, United States; Columbia Business School, 3022 Broadway, New York 10027, United States; School of Geography and the Environment, University of Oxford, South Parks Road, Oxford OX1 3QY, United Kingdom; Potsdam Institute for Climate Impact Research, PO Box 601203, D-14412 Potsdam, Germany; Mercator Research Institute on Global Commons and Climate Change, Torgauer Straße 12-15, D-10829 Berlin, Germany; Department of Global Ecology, Carnegie Institution for Science, 260 Panama Street, Stanford, CA 94305, United States; Wesleyan University, 238 Church Street, Middletown, CT 06459, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874529980&partnerID=40&md5=a7351fa7dbfbcfbcdaff6f2ef4db29d5","Department of Civil and Environmental Engineering, Penn State University, 212 Sackett Building, University Park, PA 16802, United States; RAND Corporation, 1776 Main Street, Santa Monica, CA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875181174&partnerID=40&md5=dc6e572c964971f26a1086d72d9ada59","Society of Reliability Engineering, Ottawa, Toronto, ON, Canada; Department of Manufacturing Systems Engineering and Management, California State University-Northridge, California, United States; Department of Electrical Engineering, Power and Water University of Technology, Tehran, Iran"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875605093&partnerID=40&md5=f705d2d3f32f470450ef572561bffc2f","Centro de Investigaciones en Ecosistemas (CIEco), Universidad Nacional Autónoma de México, Antigua carretera a Pátzcuaro 8701, Morelia, Michoacán 58190, Mexico; Centro de Investigaciones en Geografía Ambiental (CIGA), Universidad Nacional Autónoma de México, Antigua carretera a Pátzcuaro 8701, Morelia, Michoacán 58190, Mexico; School of Forestry and Environmental Studies, Yale University, 195 Prospect Street, New Haven, CT 06511, United States; World Bank, 1818 H Street, N.W.10, Washington, DC 20433, United States; The Charcoal Project, 378 Clinton Street, Ste. #1, Brooklyn, NY 11231, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875380537&partnerID=40&md5=61bda09d497e4654a0d5c3cbb90f4327","Environmental Research Institute, University of Waikato, Hamilton, New Zealand; Faculty of Law, University of Waikato, Hamilton, New Zealand; Department of Statistics, Faculty of Computer and Mathematical Sciences, University of Waikato, Hamilton, New Zealand"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873988228&partnerID=40&md5=3945d70ddfaf3e069fd406b3596280fd","Faculty of Technology, Policy and Management, Delft University of Technology, 2600 GA, Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873998847&partnerID=40&md5=2df81ded36d1fe1d48992539e48d21ca","Delft University of Technology, Policy Analysis Department, PO Box 5015, 2600 GA Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886656496&partnerID=40&md5=8c7daa894b1a4b249a28e17aa484498e","Institute for Industrial Production, Karlsruhe Institute of Technology, Germany; Thales Research and Technology Netherlands, D-CIS Lab, Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949422615&partnerID=40&md5=9b1d1ae1c16cab042059e3d38d3b75ff","Karlsruhe Institute of Technology (KIT), Germany; Thales Research and Technology and D-CIS Lab, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872338625&partnerID=40&md5=2b01d42e35778b79f94bc219c194623f","Technology Management, City University of Seattle, Bellevue, WA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871811489&partnerID=40&md5=097cb630baa5e229806ae069e07b863b","Department of Engineering, University of Cambridge, Cambridge CB2 1PZ, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879306495&partnerID=40&md5=2676a1be4f1f6954dd48cf525e936b73","Faculty of Technology Policy and Management, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands; Faculty of Aerospace Engineering, Delft University of Technology, P.O. Box 5015, 2600 GA Delft, Netherlands; Deltares, P.O. Box 177, 2600 MH Delft, Netherlands; Department of Geosciencees, Utrecht University, P.O. Box 80115, 3508 TC Utrecht, Netherlands; Department of Water Engineering and Management, University of Twente, P.O. Box 217, 7500 AE Enschede, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873746718&partnerID=40&md5=ec4debcc836ddc6f0e9efe12fc2de0bf","Department of Civil, Environmental and Geomatic Engineering, University College London, Chadwick Building, Gower Street, London, WC1E 6BT, United Kingdom"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897402177&partnerID=40&md5=86a468d9663fc594c9f725f139a9aff2",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903650359&partnerID=40&md5=8b067e05dd6f3c388ccf5384fcfae79b","Polytechnic School, Pernambuco University, Recife, 50720-001, Brazil"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870687701&partnerID=40&md5=af55134db8b24474cd420af9a5b49808","BETA-Theme, University of Strasbourg, France; LEAP, Aristotle University of Thessaloniki, Greece; Democritus University of Thrace, Greece"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905653115&partnerID=40&md5=09e1a57cea8c938096c454f1445a150b","MITRE Corporation mitre.org, United States; Indiana University Indianapolis, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929991772&partnerID=40&md5=b0f81a286ab9a157c72fcd91858bd839","LEAX Group Köping, Västmanland, Sweden; Department of Innovation Design and Technology, University of Mälardalen, Södermanland, Eskilstuna, Sweden"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878337624&partnerID=40&md5=d754dcd1115bbf26d3d671c275b760bd","Department of Electrical Engineering, Damavand Branch, Islamic Azad University, Damavand, Iran; Center of Excellence in Power System Management and Control, Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897017328&partnerID=40&md5=60f947814b218e3b97911c194886f7b4","McArthur Engineering Building Room 280, University of Miami, 1251 Memorial Drive, Coral Gables, 33146, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880843866&partnerID=40&md5=9ba58fe85cb00d56dde47f6b37214419","United States Geological Survey, United States; National Biological Service, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924297694&partnerID=40&md5=0b8144947d7f6caf5f3b23f0aa0499ed","University of Innsbruck, Technikerstrasse 21a, Innsbruck, Austria"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874650576&partnerID=40&md5=41c185dfecf4cbd2d1ac60e5e3e58125","Department of Informatics and Telecommunications, University of Athens, Athens 15784, Greece"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905643480&partnerID=40&md5=7d1594da4b53642f3ed8f87295cc6871","Center for Disaster Management, University of Pittsburgh, Pittsburgh, PA, United States; MITRE Corporation, Bedford, MA and McLean, VA, United States; Department of Political Science, Sam Houston State University, Huntsville, TX, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900301723&partnerID=40&md5=98f499ddf4b84645800afa4618df11b1","Faculty of Technology, Policy and Management, Delft University of Technology, 2600 GA Delft, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897562170&partnerID=40&md5=c39f5023b77aae012841ed3430131bef","University of Oklahoma, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870536622&partnerID=40&md5=5b8cf823fd71aa63586cf9367ada23a7","British Antarctic Survey, Madingley Road, Cambridge, United Kingdom; Department of Earth Sciences, University of Bristol, Bristol, United Kingdom; Department of Earth Sciences, University of Ottawa, Ottawa, Canada; Laboratoire des Sciences du Climat et de l'Environnement, IPSL/CEA-CNRS-UVSQ UMR 8212, Gif-sur-Yvette, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870232194&partnerID=40&md5=76e793866e8768a075f8a564a897656a","Department of Innovation, Environmental and Energy Sciences, Copernicus Institute of Sustainable Development, Utrecht University, Budapestlaan 6, 3584 CD Utrecht, Netherlands; Netherlands Environmental Assessment Agency (PBL), P.O. Box 30314, 2500 GH The Hague, Netherlands"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894190082&partnerID=40&md5=72f632da0f2c38008904ec3962dbc96a","Pennsylvania State University, United States; RAND Corporation, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882630365&partnerID=40&md5=cd7b9de6250a100eb3197da9221a074d","Polytech-Lille, LAGIS, UMR CNRS 8219, Avenue Paul Langevin, 59655 Villeneuve D'Ascq, France"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893001382&partnerID=40&md5=2af83a237c18eacf66196e60128cf02a","Department of Industrial Engineering, University of Stellenbosch, South Africa"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871172675&partnerID=40&md5=a1fe2bcadfb5a85f644ea8266b281124","University of British Columbia, Canada; Climate Adaptation Planner, City of Vancouver, and Compass Resource Management Ltd., 200-1260 Hamilton, St. Vancouver, B.C. V6B 2S8, Canada; Decision Research, Galiano BC, V0N1P0, Canada; Compass Resource Management Ltd., 200-1260 Hamilton, St. Vancouver, B.C. V6B 2S8, Canada"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869090859&partnerID=40&md5=e9069b5639cfd7777416d9295e73a2ca","Computer Science Department, University of California, Los Angeles, United States; Department of Computer Science, Cornell University, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879748281&partnerID=40&md5=2407ff4fa9aaefe8ce491430b5ad1fa5","Aerospace Systems Design Laboratory, Georgia Institute of Technology, Atlanta, GA, United States"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864316954&partnerID=40&md5=464990725b5422fe9094213bfbe6c0b2","Department of Psychology, University of Maryland, College Park, MD, United States; Department of Psychology, University of Oklahoma, Norman, OK, United States"
