Title,Link
"Isolating the anthropogenic component of Arctic warming","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901084295&partnerID=40&md5=bd4ef4e13e3fc32b9b5e08bf2f35703d"
"Interval discrete-time Markov chains simulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949928262&partnerID=40&md5=3eb2fdcc6b77dac21037467b3cbe06e4"
"Robust decision making tool for optimal RES-ESS mix of a smart grid-independent research center","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983146809&partnerID=40&md5=339287e5ea739c7aa5aa8e12587ad970"
"Algorithms and applications for the same-decision probability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899809681&partnerID=40&md5=477654572ad55573627eba4d1a41acd4"
"Robust decision making for hybrid process supply chain systems via model predictive control","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890960177&partnerID=40&md5=cc8a5611a70089d6b742d862248e8370"
"An index-based robust decision making framework for watershed management in a changing climate","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890863739&partnerID=40&md5=3c2ae80ae1a16f2eeb345cbd14f0c580"
"Towards proactive airport security management: Supporting decision making through systematic threat scenario assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888120151&partnerID=40&md5=0a243a58f5b2c51f51a2bfa2d2f82add"
"Robust decision making applied to the NASA multidisciplinary uncertainty quantification challenge problem","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894457576&partnerID=40&md5=e39e4cfbca4a304a6b67108bd1468e14"
"16th AIAA Non-Deterministic Approaches Conference - SciTech Forum and Exposition 2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894453004&partnerID=40&md5=c0a3e55b05c268f6999b58b25fab7294"
"Parameter and structural model imperfection propagation using evidence theory in land cover change prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988273448&partnerID=40&md5=fb730d1945af9d6d3be7d3e9f0dcafff"
"Quantifying the influence of climate change to priorities for infrastructure projects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893382552&partnerID=40&md5=aa0ab80d5d55f709c1d192f614402edd"
"Using Attributional Life Cycle Assessment to Estimate Climate-Change Mitigation Benefits Misleads Policy Makers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894262363&partnerID=40&md5=0cccdb9ce40b46bb7d468c00be74eb87"
"Exploring the clinical course of neck pain in physical therapy: A longitudinal study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893668815&partnerID=40&md5=3fdcdbb67cc960a9da4e6898f48539b7"
"Erratum: On the robust decision-making in a supply chain under disruption risks (International Journal of Production Research (2014) (1-22) DOI: 10.1080/00207543.2014.916829)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908179647&partnerID=40&md5=7bfc5d1de5c2ac09db15d876107fbcc7"
"Logic-based and robust decision making for robots in real world","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911449269&partnerID=40&md5=7f33153b059eac3296b2056f119d27bd"
"Next stop, implementation: Collaborative monitoring to inform adaptive policy-making and implementation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904788790&partnerID=40&md5=363b55ec9ffb2d3d552b0e530b051710"
"Artificial intelligence basic research directions at the U.S. Air Force","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930149546&partnerID=40&md5=ed7fd79a034f58ce88f573928880e50d"
"On the robust decision-making in a supply chain under disruption risks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908258559&partnerID=40&md5=72c8752241bf8af4fc895451a31df954"
"Water resources planning under climate change: Assessing the robustness of real options for the Blue Nile","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895416415&partnerID=40&md5=306b837159288d3b28b87cf812210892"
"Dynamic approach to risk management: Application to the Hoeganaes metal dust accidents","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929148011&partnerID=40&md5=c9a503ec78faef65c04fec2bdbbad74a"
"Improving scenario discovery by bagging random boxes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910119475&partnerID=40&md5=95133754d8d63f5cc27059d750d3b385"
"Beyond optimality: Multistakeholder robustness tradeoffs for regional water portfolio planning under deep uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911408081&partnerID=40&md5=c0717e6021c1c8634ae7b4939e0a67d1"
"A novel two-stage model for cloud service trustworthiness evaluation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900505883&partnerID=40&md5=39da4d0c00f4cf4331a6c8f9efdadb71"
"Paleoclimate scenarios to inform decision making in water resource management: Example from Southern California's Inland Empire","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939431&partnerID=40&md5=2bc54aa327df19135adbcd0bd35e6958"
"Jointly robust pricing and order decision newsvendor model under the limited information","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903890546&partnerID=40&md5=a5b78ce7f1908f2cf581b35a9f6c6b47"
"Model-data ecosystems: Challenges, tools, and trends","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904355042&partnerID=40&md5=60cbce3186d16087441890d506cdebbd"
"Enhancing architecture design decisions evolution with group decision making principles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911014861&partnerID=40&md5=66edaafcc72d819c3fb7bf8cf184889c"
"Multi-criteria multi-stakeholder decision analysis using a fuzzy-stochastic approach for hydrosystem management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904789799&partnerID=40&md5=47eccf22a63d7b090b8934f9fd5476a3"
"Risk accelerators in disasters: Insights from the typhoon Haiyan response on humanitarian information management and decision support","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903146969&partnerID=40&md5=1dd601ba14d1e0def99e11741f968875"
"Robustness study of a multimodal compass inspired from hd-cells and dynamic neural fields","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958550027&partnerID=40&md5=f1481c031cc845ecc797fbc01d7f6612"
"Data-driven decision-making tools to improve public resource allocation for care and prevention of HIV/AIDS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895107835&partnerID=40&md5=a386a07cae4003338d8976360f47fd59"
"IGDT based Genco's trading decision making in multimarket environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930989213&partnerID=40&md5=a4ddcef7af4c839579340864b669c768"
"An insight into the experimental design for credit risk and corporate bankruptcy prediction systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925484561&partnerID=40&md5=fc0f858e581ed542092ab9180f8361b1"
"The use of probabilistic weather generator information for climate change adaptation in the UK water sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898795502&partnerID=40&md5=f662f6a5cabe3a1175d9944118e6fd9e"
"Evaluating environmental impacts of alternative construction waste management approaches using supply-chain-linked life-cycle analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904764030&partnerID=40&md5=17a3c1ca7287cf4779af07a39fdf8f29"
"Lift-off effect compensation for magnetic impedance-based damage detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902160375&partnerID=40&md5=b85f31ee5e57609c11df3c1081bf78c2"
"CONDESA: A framework for controlling data distribution on elastic server architectures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904644707&partnerID=40&md5=0ac9e74c4283664d8b606e60bbc30a4d"
"Coping with climate change uncertainty for adaptation planning: An improved criterion for decision making under uncertainty using UKCP09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901496137&partnerID=40&md5=05ea21d767f9df826d3364421b80332a"
"A comprehensive risk management system on building energy retrofit","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906725087&partnerID=40&md5=1d0889b2a2f9fc5d7991cea8a4382632"
"Hypothesis testing for management: Evolving and answering closed questions using multiobjective visualization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911867801&partnerID=40&md5=b6b3b74398984b65237b47e689df335d"
"On the uncanny capabilities of consequential LCA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902539052&partnerID=40&md5=9fe1b303dc14d30acdb57e17467c31cc"
"Maximizing colonial waterbirds' breeding events using identified ecological thresholds and environmental flow management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893424569&partnerID=40&md5=44cc5905f5cc51070efe3b6b26a76652"
"Multi-level investment planning and scheduling under electricity andcarbon market dynamics: Retrofit of a power plant with PCC (post-combustion carbon capture) processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891489294&partnerID=40&md5=23fdd91ebb2490e57855aba2dfbf520d"
"Planning, execution and delivery of first Saudi Arabian Red Sea deepwater well: Project management and execution case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994092365&partnerID=40&md5=97e4859b21a1690dcd47809af6682fea"
"An overview on R packages for structural equation modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902491107&partnerID=40&md5=e7b42a1ea5462b2a04984c8988201c50"
"From exploratory modeling to technical expertise: Solow’s growth model as a multipurpose design","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923858526&partnerID=40&md5=b19393a1791a13ebfc66297b9e0ea756"
"Maximising the Worth of Nascent Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897963193&partnerID=40&md5=d4445d8820b7c5737dfc391208bc385c"
"Exploratory modeling and simulation to support development of motesanib in asian patients with non-small cell lung cancer based on MONET1 study results","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897020973&partnerID=40&md5=f12d6eb8b815678392c7ea4d1e1ad2e8"
"Utilizing confidence bounds in Failure Mode Effects Analysis (FMEA) Hazard Risk Assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904012559&partnerID=40&md5=d239e954a8d4603116f7f6e0de886ff9"
"Using data to improve higher education: Research, policy and practice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920628526&partnerID=40&md5=a0bc47286c63505d9853ecf297ca7f7a"
"Scenario-based method for business process analysis and improvement in SOA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920733214&partnerID=40&md5=62c80873bf0e038fd081e76c430b7b9e"
"On the Emancipation of PLS-SEM: A Commentary on Rigdon (2012)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901686691&partnerID=40&md5=0d4ccb6dc16b9ba5af6b6193245a6114"
"An exploratory modeling study on bio-physical processes associated with ENSO","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900325357&partnerID=40&md5=255e7c79f025dfd7103027ac049150a3"
"Interactive web-based flood modeling at country wide scale and planter size resolution.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911917201&partnerID=40&md5=d9b4ce5241bb02504183d082818dc5f6"
"A conceptual model to guide exploration of global food-water security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911892376&partnerID=40&md5=ed3ec4ba6e03f97d452a36393db9ebe3"
"An exploratory approach for adaptive policymaking by using multi-objective robust optimization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902535735&partnerID=40&md5=2c23231d6d6b5d29e242aece9f8f11b7"
"Stochastic fusion of heterogeneous multisensor information for robust data-to-decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890820243&partnerID=40&md5=5fc7e8e6ad053c33ff33266787bae990"
"Robust optimization of recommendation sets with the maximin utility criterion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890034750&partnerID=40&md5=6778131dcb8a3073df18b73e493aa24d"
"Exploratory modeling of complex information processing systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888421661&partnerID=40&md5=7eab8d1449e1190e27dfedb8075a36a2"
"Exploring energy and economic futures using agent-based modeling and scenario discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888326915&partnerID=40&md5=b99f0c2b9940fa4a01b4a385529c6935"
"Interpretation of children's views by educational psychologists: Dilemmas and solutions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889084767&partnerID=40&md5=41ccb3245657473787b1bd8a72fe30f0"
"A layered adjustable autonomy approach for dynamic autonomy distribution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894681535&partnerID=40&md5=669e5aa3cec1a746fa45f6f285d0b79c"
"Reification of five types of modeling pedagogies with model-based inquiry (MBI) modules for high school science classrooms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898333195&partnerID=40&md5=2555ff9ec7a0baf09761198b2a2e0dde"
"Fuzzy VIKOR approach for assessing the vulnerability of the water supply to climate change and variability in South Korea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885419715&partnerID=40&md5=c08afec64fa5e915b301e34440ca0018"
"Modelling Interactions Between Lot-Scale Decentralised Water Infrastructure and Urban Form - a Case Study on Infiltration Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886584847&partnerID=40&md5=5002872d1be916aa3032d52cc2fa3d19"
"Strategically robust urban planning? A demonstration of concept","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885216749&partnerID=40&md5=fcffeac0302740bd23f6e07f28554dd4"
"Improving scenario discovery using orthogonal rotations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880349947&partnerID=40&md5=8fdca4b23e40fbaff6a77a27157a513b"
"From lamprey to salamander: An exploratory modeling study on the architecture of the spinal locomotor networks in the salamander","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885638754&partnerID=40&md5=e6fc241011304f0726bc5253207d15ec"
"Reification of five types of modeling pedagogies with Model-Based Inquiry (MBI) modules for high school science classrooms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944902467&partnerID=40&md5=e39bb501fa82d55146ad0e48f06a55ab"
"Climate projection ensemble as support to water management and irrigation in Nigeria","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884256921&partnerID=40&md5=b60db0fccc59208ab43db74062b9ed8e"
"Investigating the effects of uncertainties in the upstream gas sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883898253&partnerID=40&md5=f2dee51fe16b947e8e37c8c659ea4972"
"Role of the anesthesiologist in the wider governance of healthcare and health economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883187501&partnerID=40&md5=529d04b73ecf3890bc2880172c3f0849"
"Supporting decisions in SMEs projects of disruptive technological innovation by balancing values and risks related to stakeholders","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951983257&partnerID=40&md5=ff7109624c685695ed8913ef82b5cf9b"
"A socio-technical model to explore urban water systems scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881539429&partnerID=40&md5=6f16636cf089dfd44dfb2fe15114e4e1"
"Information gap analysis for decision support systems in evidence-based medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881218358&partnerID=40&md5=21d0e6e57bff0d300d36d293605cdc3c"
"Climate change influence on priority setting for transportation infrastructure assets","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879735572&partnerID=40&md5=283b0b76e5c3b0fa7fd05f1ffa5bfe49"
"An ecosystem services approach to estimating economic losses associated with drought","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877110300&partnerID=40&md5=641edb21dc473cb346b81b5d6d5d292c"
"A multi-objective simulation-optimization model for optimal design of groundwater remediation systems under uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880380965&partnerID=40&md5=0aa90e4a1f16008a3b100cfdea7f3be0"
"A framework to address uncertainties in energy policy formulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879390451&partnerID=40&md5=fd12761207df807ea1df7a9712e20d57"
"Robust Decision Making and Info-Gap Decision Theory for water resource system planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878442872&partnerID=40&md5=65aa4f05d249c6b7836436156c0578f2"
"Planning tool to support planning the future of coastal louisiana","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883182173&partnerID=40&md5=9d260958f4c97d2c99a2764a261a0429"
"Discovering plausible energy and economic futures under global change using multidimensional scenario discovery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876884540&partnerID=40&md5=c33c2c313891a7c173df2ec7c64c0899"
"Supporting complex decision making through option awareness","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883417333&partnerID=40&md5=71105d75c818bebe58172a566f53f564"
"Adversarial leakage in games","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876943607&partnerID=40&md5=3d20a37ea99eecf146fded49dac65449"
"Dynamic scenario discovery under deep uncertainty: The future of copper","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875376336&partnerID=40&md5=e5900a6518ae381652165b746a1854c7"
"Risk management and climate change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877050337&partnerID=40&md5=d7af805ee560af8459a0e60729313a72"
"Many objective robust decision making for complex environmental systems undergoing change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874529980&partnerID=40&md5=a7351fa7dbfbcfbcdaff6f2ef4db29d5"
"A conceptual design selection model considering conflict resolution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875181174&partnerID=40&md5=dc6e572c964971f26a1086d72d9ada59"
"Dispelling common misconceptions to improve attitudes and policy outlook on charcoal in developing countries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875605093&partnerID=40&md5=f705d2d3f32f470450ef572561bffc2f"
"Ecological compensation: An evaluation of regulatory compliance in New Zealand","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875380537&partnerID=40&md5=61bda09d497e4654a0d5c3cbb90f4327"
"Exploratory Modeling and Analysis, an approach for model-based foresight under deep uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873988228&partnerID=40&md5=3945d70ddfaf3e069fd406b3596280fd"
"Adaptive Robust Design under deep uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873998847&partnerID=40&md5=2df81ded36d1fe1d48992539e48d21ca"
"Designing Distributed Multi-Criteria Decision Support Systems for Complex and Uncertain Situations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886656496&partnerID=40&md5=8c7daa894b1a4b249a28e17aa484498e"
"A distributed scenario-based decision support system for robust decision-making in complex situations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949422615&partnerID=40&md5=9b1d1ae1c16cab042059e3d38d3b75ff"
"Robust quality controlling: SPC with box plots and runs test","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872338625&partnerID=40&md5=2b01d42e35778b79f94bc219c194623f"
"Optimum building energy retrofits under technical and economic uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871811489&partnerID=40&md5=097cb630baa5e229806ae069e07b863b"
"Adapt or perish: A review of planning approaches for adaptation under deep uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879306495&partnerID=40&md5=2676a1be4f1f6954dd48cf525e936b73"
"Selecting Portfolios of Water Supply and Demand Management Strategies Under Uncertainty-Contrasting Economic Optimisation and 'Robust Decision Making' Approaches","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873746718&partnerID=40&md5=ec4debcc836ddc6f0e9efe12fc2de0bf"
"Climate resilience evaluation and awareness tool version 2.0 a climate risk assessment tool for water utilities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897402177&partnerID=40&md5=86a468d9663fc594c9f725f139a9aff2"
"Interval continuous-time Markov chains simulation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903650359&partnerID=40&md5=8b067e05dd6f3c388ccf5384fcfae79b"
"Robust monetary policy under model uncertainty and inflation persistence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870687701&partnerID=40&md5=af55134db8b24474cd420af9a5b49808"
"Sympathetic decisions: Incorporating impacts on others into emergency response decision spaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905653115&partnerID=40&md5=09e1a57cea8c938096c454f1445a150b"
"On the application of discrete-event simulation in production","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929991772&partnerID=40&md5=b0f81a286ab9a157c72fcd91858bd839"
"IGDT based robust decision making tool for DNOs in load procurement under severe uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878337624&partnerID=40&md5=d754dcd1115bbf26d3d671c275b760bd"
"DDDAMS-based dispatch control in power networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897017328&partnerID=40&md5=60f947814b218e3b97911c194886f7b4"
"Resilience thinking and a decision-analytic approach to conservation: Strange bedfellows or essential partners?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880843866&partnerID=40&md5=9ba58fe85cb00d56dde47f6b37214419"
"Toward an understanding of the collaborative process of process modeling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924297694&partnerID=40&md5=0b8144947d7f6caf5f3b23f0aa0499ed"
"A system of systems framework for the reliability assessment of telecommunications networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874650576&partnerID=40&md5=41c185dfecf4cbd2d1ac60e5e3e58125"
"Real-time decision making in urgent events: Modeling options for action","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905643480&partnerID=40&md5=7d1594da4b53642f3ed8f87295cc6871"
"Multi-model ecologies for addressing multi-scale, multi-perspective policy problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900301723&partnerID=40&md5=98f499ddf4b84645800afa4618df11b1"
"Impact of fluid behavior modification under elevated pressure and temperature conditions on shale-gas/condensate reservoir engineering and production analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897562170&partnerID=40&md5=c39f5023b77aae012841ed3430131bef"
"Combining ice core records and ice sheet models to explore the evolution of the East Antarctic Ice sheet during the Last Interglacial period","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870536622&partnerID=40&md5=5b8cf823fd71aa63586cf9367ada23a7"
"Health risks of climate change: An assessment of uncertainties and its implications for adaptation policies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870232194&partnerID=40&md5=76e793866e8768a075f8a564a897656a"
"Many-objective robust decision making for water supply portfolio planning under deep uncertainty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894190082&partnerID=40&md5=72f632da0f2c38008904ec3962dbc96a"
"Robust fault decision: Application to an omni directional mobile robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882630365&partnerID=40&md5=cd7b9de6250a100eb3197da9221a074d"
"Design of a robust decision-making module for the robocup small-size league","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893001382&partnerID=40&md5=2af83a237c18eacf66196e60128cf02a"
"Using Expert Judgments to Explore Robust Alternatives for Forest Management under Climate Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871172675&partnerID=40&md5=a1fe2bcadfb5a85f644ea8266b281124"
"Same-decision probability: A confidence measure for threshold-based decisions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869090859&partnerID=40&md5=e9069b5639cfd7777416d9295e73a2ca"
"ARCNET: A system-of-systems architecture resource-based collaborative network evaluation tool","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879748281&partnerID=40&md5=2407ff4fa9aaefe8ce491430b5ad1fa5"
"Robust decision making in a nonlinear world","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864316954&partnerID=40&md5=464990725b5422fe9094213bfbe6c0b2"
"Integrated assessment of mitigation strategies using an agent-based model of the linked energy, economic, and climate system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894132926&partnerID=40&md5=b49c3b1d71d4e3c41dd0119695c781d4"
"A.I. Multi-agent systems for robust decision making in space operation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883535708&partnerID=40&md5=78a208ca76390307e58f1ed3cd6021a0"
"The impact of uncertainty type and representation in performance assessment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873189257&partnerID=40&md5=78a243e932471fa9b14d94483e3036c2"
"Safe operating spaces for human water use: Applying exploratory modeling and patient Rule Induction to ANEMI","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894155771&partnerID=40&md5=74bcbc493ff46f70b2ecf1c5d1232476"
"Decision making for HVAC&R system selection for a typical office building in the UK","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872013858&partnerID=40&md5=d5d6865c59c3e67a35d97b220a8519d1"
"A possible integration of multiple paradigms used in integrated assessment modelling of climate change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894169127&partnerID=40&md5=dfc02778d14c6c234b1bf54d0596dfec"
"Cost analysis of WDM and TDM fiber-to-the-home (FTTH) networks: A system-of-systems approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871986867&partnerID=40&md5=826347e30bcc18911c7155693f31214d"
"An Exploratory Analysis of the Dutch Electricity System in Transition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878373656&partnerID=40&md5=31b08f8de67bca0f0939bab39ae2994e"
"Investigating the effects of groundwater flow on the thermal stability of embankments over permafrost","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872503353&partnerID=40&md5=a73bc4516ca0e576c6ed4e6200970a2d"
"Computer assisted dynamic adaptive policy design for Sustainable water management in river deltas in a changing environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894168128&partnerID=40&md5=a662ec78f59ec13a8a08f7c80231f9a5"
"In silico bioreactors for the computer-aided design of tissue engineering applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892111424&partnerID=40&md5=b88a0d8d5d7edd874c32576c9bd11684"
"Bayesian Classification and Regression Trees","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949908616&partnerID=40&md5=bc5289b75ed93c9eee6eb1a6b5d9aa61"
"Modeling and analysis of multi-party non-repudiation protocols with extended-CSP approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872959813&partnerID=40&md5=6d8dc5d9fc2b585cbda8d48912ff8da0"
"Uncertainty in multivariate modelling: Main concepts and an application on fracture mechanics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874535965&partnerID=40&md5=06c00acc4d2ac644832f6560bcb5bdf1"
"Bond graph model based and Fuzzy logic for robust FDI of mechatronic systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867061168&partnerID=40&md5=5a3edf73d5ebd3e8765d2aa42391a00a"
"Robust Climate Policies Under Uncertainty: A Comparison of Robust Decision Making and Info-Gap Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866991683&partnerID=40&md5=6b6ac75a3ecacd0c0c28c39144a01979"
"Corporate foresight - A field report","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867754938&partnerID=40&md5=a1fc9af1556810011fb2e72129936551"
"Adaptation to an uncertain climate change: Cost benefit analysis and robust decision making for dam dimensioning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865832587&partnerID=40&md5=b96443fffbe0e78f507ff686e95305e8"
"Confronting Deep Uncertainties in Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866990641&partnerID=40&md5=d4bc572dffd1d2e69303b06dde30a6c4"
"Why Risk Analysis is Difficult, and Some Thoughts on How to Proceed","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867021563&partnerID=40&md5=ee5278d00bcd6196eb22a5493a6e4673"
"Recent advances in the valuation of ecosystem services and biodiversity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867297408&partnerID=40&md5=d3f22d37053782ef3a2f1c67552f57b8"
"Expanding risk analysis into the world of life cycle costing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865793634&partnerID=40&md5=d26d9d50e24abe7f26e2380915bde19e"
"Robust portfolio choice with learning in the framework of regret: Single-period case","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866376657&partnerID=40&md5=49566defbdbd56221af2f0765f535abf"
"Uncertainty in life cycle greenhouse gas emissions from United States coal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865137458&partnerID=40&md5=8cd6469fbe9e99f20f34cb9321a0fd7b"
"Does supplemental feeding affect the viability of translocated populations? The example of the hihi","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864011929&partnerID=40&md5=67e37935b85fdc80524d0f4f360810b2"
