"","Tempo","Populacao","Nascimentos","Mortes","TaxaNascimento","TaxaMorte","Replicacao"
"1",2020,9666.7290108653,1303.9636273792,1369.38364757176,0.134891919067304,0.141659463716485,1
"2",2020,7680.27064442147,736.353917281727,1136.46189718747,0.0958760376259102,0.147971594987076,2
"3",2020,5946.2833020102,412.281451403242,1014.68661540535,0.0693343102680403,0.170642158112838,3
"4",2020,12783.7145922871,2012.82073528791,1377.14424396668,0.157451945657667,0.107726454155787,4
"5",2020,14495.4350816613,2328.6345179077,1232.12431349039,0.160646058899863,0.0850008507194929,5
"6",2020,9596.14526272459,1368.44677715131,1447.40147597173,0.142603799722262,0.150831551247358,6
"7",2020,10814.0256377394,1206.96898810115,1037.04627475193,0.111611441338644,0.095898263005109,7
"8",2020,8923.84738692447,1022.35535762768,1224.41301835878,0.114564415246015,0.137206853195722,8
"9",2020,12688.088130481,2387.02277958362,1775.62133780972,0.188131005635846,0.139943963152659,9
"10",2020,8061.82583740225,963.518053514355,1307.17882456856,0.119516108750971,0.162144264950999,10
"11",2020,8539.80853503954,907.141431857251,1174.62063189729,0.106225031642709,0.137546483282116,11
"12",2020,9711.829844351,974.946702975063,1031.65926476621,0.100387539588346,0.106227073713229,12
"13",2020,5348.28930911509,104.145616818116,753.030780268841,0.0194726969314506,0.140798437920224,13
"14",2020,13688.3828361019,1661.85158744176,788.688757484586,0.121405983989488,0.0576173801484052,14
"15",2020,11034.1777675792,682.517516357448,464.265285977751,0.0618548595766537,0.0420752044925233,15
"16",2020,4370.42751911574,59.8493620498112,754.217473852322,0.0136941664832644,0.172572928061034,16
"17",2020,8569.5233658058,1081.60403183735,1344.15286488571,0.126215191401797,0.1568526985117,17
"18",2020,13529.4986402433,2114.69554468385,1284.24798930967,0.156302580081846,0.0949220679537742,18
"19",2020,13630.0131250133,1583.91776561637,726.49624416946,0.116208088069234,0.0533012138364138,19
"20",2020,9307.87120973196,1445.70449005334,1578.74762041937,0.155320637498912,0.169614252802369,20
"21",2020,12502.5187393693,1137.8219716109,573.063563773644,0.0910074198111775,0.0458358492172556,21
"22",2020,11074.0921124104,898.812370196392,671.692807781053,0.0811635266415309,0.0606544356831117,22
"23",2020,10005.6469268983,301.748369304678,300.618633218805,0.0301578070372925,0.0300448971880716,23
"24",2020,11747.3035210359,857.463395198822,476.04655398041,0.0729923589412123,0.0405239000701695,24
"25",2020,12260.2978569301,1634.09990303973,1129.29036341973,0.133283866518468,0.092109537353646,25
"26",2020,21897.9470742175,4015.43233371892,444.560084709008,0.183370263893215,0.0203014503232785,26
"27",2020,6934.00182650703,820.533975263595,1319.12453312264,0.118334836908593,0.190240003698866,27
"28",2020,13521.4011287094,2576.33042889632,1748.04855860777,0.190537238291535,0.129280134652334,28
"29",2020,8032.64128160443,447.90625642564,796.024060198404,0.0557607691820362,0.0990986690792953,29
"30",2020,11517.5407964438,1878.23355238324,1550.46997528674,0.163075919206918,0.134618144853064,30
"31",2020,6208.94893258995,465.235462432716,1043.18267456234,0.0749298258825671,0.168012764461117,31
"32",2020,11721.6489192399,1417.72324098305,1042.34731498899,0.120949130173656,0.088924973113474,32
"33",2020,6110.49601810101,488.421116180951,1075.81367916793,0.0799315006071702,0.176059959122969,33
"34",2020,5297.76023381471,182.114295188376,834.312281317405,0.0343757148588891,0.157483963881969,34
"35",2020,10025.2621725919,773.694556843336,768.635107687745,0.0771744961402146,0.0766698261307436,35
"36",2020,13966.381814811,2424.02181766651,1475.11571741429,0.173561187844363,0.105619031254749,36
"37",2020,10343.2055117612,423.231941717646,353.308276502442,0.0409188371280441,0.0341584894644795,37
"38",2020,14582.6316715433,1353.44270471069,232.17780521427,0.0928119653019705,0.0159215298338328,38
"39",2020,7759.20982870979,993.853003010846,1382.61010779162,0.128086883194407,0.178189550007507,39
"40",2020,15215.0811056931,2722.65568919569,1418.31537851888,0.178944539978623,0.0932177336858353,40
"41",2020,4597.96000208634,79.7897407271587,767.235206668904,0.0173532916099648,0.166864262916765,41
"42",2020,6357.65643398057,149.619739430419,712.68090513957,0.0235337881158106,0.112098052567046,42
"43",2020,11247.0723529385,1400.383089062,1134.46617351427,0.124510898935946,0.100867686977924,43
"44",2020,10725.2187420195,619.147780779366,468.440375810873,0.0577282194118481,0.0436765335121425,44
"45",2020,7845.11738809695,1188.47667334197,1564.68521630429,0.151492528989457,0.199447011293715,45
"46",2020,9944.31115536813,721.283409237986,732.387007298921,0.0725322647259105,0.07364884262532,46
"47",2020,9275.14982115785,1480.16905213304,1619.22940638174,0.159584381996351,0.174577169922157,47
"48",2020,7614.92954496066,675.737119207524,1085.10923112848,0.0887384597871569,0.142497606146149,48
"49",2020,6467.80851601924,73.0420461863849,624.604284914705,0.0112931676943554,0.0965712394496077,49
"50",2020,12742.6538422394,1595.33875859607,970.105477424473,0.125196743029135,0.0761305682030506,50
"51",2020,11908.7827556445,1731.58729795756,1311.86021498911,0.145404222537926,0.110159051676991,51
"52",2020,7777.5709993284,850.463877333105,1236.55602957267,0.109348262768227,0.158990002107271,52
"53",2020,9911.36744349228,853.407284925498,871.047152453659,0.0861038892757264,0.0878836505073355,53
"54",2020,21794.175318292,3849.93086689884,318.368512223172,0.176649531843839,0.0146079632550245,54
"55",2020,10693.0856590265,377.248609426027,233.453823555748,0.0352796771161724,0.0218322223350639,55
"56",2020,8894.15285545277,175.921911803064,383.168129792609,0.0197795017313212,0.0430809022534057,56
"57",2020,10942.8243799963,940.110677878805,742.032529145431,0.0859111546738655,0.0678099641717621,57
