1021	1313	75
1021	1768	2
1021	1769	4
1021	1984	4
1021	2811	9
1021	2983	8
1021	3075	28
1021	3931	1
1021	4565	10
1021	4587	1
1021	5710	6
1021	7318	13
1021	7703	18
1021	9009	45
1021	9134	1
1021	9210	23
1021	9219	15
1021	9236	7
1021	9327	8
1021	9338	20
1021	9377	31
1021	10027	6
1021	10390	3
1021	10815	3
1021	11953	7
1021	12129	9
1021	12641	2
1021	12736	3
1021	13165	145
1021	13806	161
1021	14206	1
1021	14277	2
1021	15055	21
1021	15971	6
1021	16446	2
1021	16860	3
1021	17024	4
1021	18816	43
1021	19017	116
1021	19534	14
1021	19720	6
1021	20164	3
1021	20225	2
1021	20603	3
1021	20719	3
1021	20988	4
1021	21880	3
1021	21909	1
1021	22671	25
1021	24252	11
1021	24462	6
1021	25017	2
1021	25044	48
1021	25156	10
1021	25685	1
1021	26060	14
1037	1313	3
1037	1768	10
1037	2015	45
1037	3075	10
1037	4565	7
1037	5448	324
1037	7318	10
1037	7703	10
1037	9009	9
1037	9219	7
1037	9327	7
1037	9948	141
1037	9990	72
1037	11953	7
1037	12129	10
1037	12641	3
1037	13296	21
1037	13806	50
1037	14206	14
1037	18816	6
1037	19534	7
1037	20603	63
1037	20807	9
1037	23272	90
1313	1768	97
1313	1769	34
1313	1984	22
1313	2015	3
1313	2811	48
1313	2983	144
1313	3075	186
1313	3600	39
1313	3931	91
1313	4565	91
1313	4587	9
1313	5304	45
1313	5710	111
1313	6186	73
1313	7318	83
1313	7433	17
1313	7703	128
1313	8298	16
1313	8940	2
1313	9009	380
1313	9134	19
1313	9210	164
1313	9219	73
1313	9236	78
1313	9281	16
1313	9327	92
1313	9338	114
1313	9377	108
1313	9948	10
1313	9990	28
1313	10027	60
1313	10390	16
1313	10815	64
1313	11727	9
1313	11953	101
1313	12094	31
1313	12129	95
1313	12552	63
1313	12641	38
1313	12736	71
1313	13041	27
1313	13109	13
1313	13165	565
1313	13296	17
1313	13806	1429
1313	13884	22
1313	14206	14
1313	14277	37
1313	15055	160
1313	15971	56
1313	16446	69
1313	16860	88
1313	17024	34
1313	17284	47
1313	17837	16
1313	18490	50
1313	18816	471
1313	18850	1
1313	19017	353
1313	19354	19
1313	19534	310
1313	19549	11
1313	19720	26
1313	20164	56
1313	20225	66
1313	20460	7
1313	20603	95
1313	20719	81
1313	20807	42
1313	20988	77
1313	21880	16
1313	21909	40
1313	22671	92
1313	22742	7
1313	23272	37
1313	23292	47
1313	23317	1
1313	24064	7
1313	24252	93
1313	24462	38
1313	24973	68
1313	25017	14
1313	25044	376
1313	25156	51
1313	25685	35
1313	26060	71
1313	26286	43
1768	1769	8
1768	1984	4
1768	2015	1
1768	2811	4
1768	2983	52
1768	3075	32
1768	3600	23
1768	3931	32
1768	4565	20
1768	4587	26
1768	5710	37
1768	7318	13
1768	7433	16
1768	7703	20
1768	8298	15
1768	9009	71
1768	9210	26
1768	9219	8
1768	9236	23
1768	9281	4
1768	9327	47
1768	9338	8
1768	9377	17
1768	9948	1
1768	9990	6
1768	10027	23
1768	10390	12
1768	10815	23
1768	11727	15
1768	11953	29
1768	12094	20
1768	12129	27
1768	12641	9
1768	12736	11
1768	13041	7
1768	13109	2
1768	13165	57
1768	13296	6
1768	13806	259
1768	13884	1
1768	14206	5
1768	14277	12
1768	15055	17
1768	15971	5
1768	16446	12
1768	16860	12
1768	17024	7
1768	17284	11
1768	17837	6
1768	18816	81
1768	18850	94
1768	19017	32
1768	19354	7
1768	19534	92
1768	19549	82
1768	20164	20
1768	20225	2
1768	20603	27
1768	20719	19
1768	20807	17
1768	20988	13
1768	21880	1
1768	21909	28
1768	22671	6
1768	23272	9
1768	23292	12
1768	24064	24
1768	24252	3
1768	24973	12
1768	25017	18
1768	25044	43
1768	25156	3
1768	25685	13
1768	26060	12
1768	26286	2
1769	1984	236
1769	2811	2
1769	2983	9
1769	3075	11
1769	3931	10
1769	4022	24
1769	4565	11
1769	5304	2
1769	5710	13
1769	7318	4
1769	7703	6
1769	8298	3
1769	9009	27
1769	9210	36
1769	9219	6
1769	9236	11
1769	9281	21
1769	9327	12
1769	9338	4
1769	9377	12
1769	9990	1
1769	10027	15
1769	10390	5
1769	10815	9
1769	11953	8
1769	12129	9
1769	12641	3
1769	12736	7
1769	13109	3
1769	13165	74
1769	13296	6
1769	13806	98
1769	14277	1
1769	15055	37
1769	15971	17
1769	16446	3
1769	16860	2
1769	17024	132
1769	18816	25
1769	19017	32
1769	19534	31
1769	20164	20
1769	20225	14
1769	20397	142
1769	20719	4
1769	20807	22
1769	20988	6
1769	21880	166
1769	21909	4
1769	22671	5
1769	24252	10
1769	25017	32
1769	25044	73
1769	25156	2
1769	25685	3
1769	26060	4
1984	2811	1
1984	2983	8
1984	3075	7
1984	3931	6
1984	4022	32
1984	4565	9
1984	5304	1
1984	5710	12
1984	7318	3
1984	7703	4
1984	9009	16
1984	9210	28
1984	9219	7
1984	9236	11
1984	9281	7
1984	9327	11
1984	9338	6
1984	9377	8
1984	10027	11
1984	10390	4
1984	10815	8
1984	11953	8
1984	12094	3
1984	12129	5
1984	12641	1
1984	12736	7
1984	13109	1
1984	13165	59
1984	13296	2
1984	13806	77
1984	15055	34
1984	15971	13
1984	16446	1
1984	16860	1
1984	17024	115
1984	18816	13
1984	19017	25
1984	19534	27
1984	20164	11
1984	20225	7
1984	20397	132
1984	20719	4
1984	20807	8
1984	20988	3
1984	21880	208
1984	21909	4
1984	22671	4
1984	24252	5
1984	25017	14
1984	25044	59
1984	25156	1
1984	25685	3
1984	26060	2
2015	5448	180
2015	5710	3
2015	9009	1
2015	9134	31
2015	9338	1
2015	9377	2
2015	9948	75
2015	9990	40
2015	10815	1
2015	13165	1
2015	13806	4
2015	13884	1
2015	14277	1
2015	15055	1
2015	18816	2
2015	19017	4
2015	20603	35
2015	20807	5
2015	20988	1
2015	23272	50
2015	24973	2
2015	25044	2
2015	25685	6
2811	2983	19
2811	3075	29
2811	3600	1
2811	3931	8
2811	4565	10
2811	4587	3
2811	5710	4
2811	7318	12
2811	7703	30
2811	8298	1
2811	9009	24
2811	9210	23
2811	9219	9
2811	9236	10
2811	9327	3
2811	9338	19
2811	9377	13
2811	9948	1
2811	10027	7
2811	10390	1
2811	10815	1
2811	11953	4
2811	12129	7
2811	12736	1
2811	13165	79
2811	13806	113
2811	15055	14
2811	15971	1
2811	16446	1
2811	16860	9
2811	17024	2
2811	18816	25
2811	19017	42
2811	19534	25
2811	19720	8
2811	20225	3
2811	20460	1
2811	20603	1
2811	20719	3
2811	20807	1
2811	21880	1
2811	21909	2
2811	22671	7
2811	24252	14
2811	24462	8
2811	25044	45
2811	25156	9
2811	25685	1
2811	26060	14
2811	26286	1
2983	3075	73
2983	3600	22
2983	3931	129
2983	4565	44
2983	4587	1
2983	5710	134
2983	6186	17
2983	7318	21
2983	7433	22
2983	7703	40
2983	9009	155
2983	9134	9
2983	9210	119
2983	9219	27
2983	9236	79
2983	9281	10
2983	9327	48
2983	9338	88
2983	9377	25
2983	9948	3
2983	9990	1
2983	10027	86
2983	10390	2
2983	10815	70
2983	11727	3
2983	11953	99
2983	12094	14
2983	12129	50
2983	12552	9
2983	12641	13
2983	12736	46
2983	13109	17
2983	13165	172
2983	13296	1
2983	13806	557
2983	13884	7
2983	14277	16
2983	15055	21
2983	15971	41
2983	16446	2
2983	16860	16
2983	17024	7
2983	17837	14
2983	18490	8
2983	18816	96
2983	18850	4
2983	19017	63
2983	19354	36
2983	19534	315
2983	19549	4
2983	19720	2
2983	20164	12
2983	20225	1
2983	20603	54
2983	20719	53
2983	20807	14
2983	20988	6
2983	21880	5
2983	21909	20
2983	22671	10
2983	22742	4
2983	23272	26
2983	24064	2
2983	24252	6
2983	24462	5
2983	24973	52
2983	25017	7
2983	25044	118
2983	25156	12
2983	25685	53
2983	26060	6
2983	26286	21
3075	3600	12
3075	3931	58
3075	4565	38
3075	4587	1
3075	5304	2
3075	5710	33
3075	7318	35
3075	7433	9
3075	7703	62
3075	8298	1
3075	9009	147
3075	9134	1
3075	9210	60
3075	9219	37
3075	9236	54
3075	9281	9
3075	9327	38
3075	9338	40
3075	9377	41
3075	9948	5
3075	9990	3
3075	10027	39
3075	10390	5
3075	10815	17
3075	11727	3
3075	11953	57
3075	12094	6
3075	12129	49
3075	12641	15
3075	12736	41
3075	13165	203
3075	13296	3
3075	13806	504
3075	13884	11
3075	14206	3
3075	14277	8
3075	15055	44
3075	15971	18
3075	16446	8
3075	16860	31
3075	17024	11
3075	17837	2
3075	18816	122
3075	19017	121
3075	19354	1
3075	19534	184
3075	19720	23
3075	20164	16
3075	20225	14
3075	20603	27
3075	20719	20
3075	20807	10
3075	20988	3
3075	21880	6
3075	21909	16
3075	22671	23
3075	23272	9
3075	24252	32
3075	24462	20
3075	24973	13
3075	25017	4
3075	25044	116
3075	25156	23
3075	25685	13
3075	26060	22
3075	26286	17
3600	3931	17
3600	4565	5
3600	5710	21
3600	7318	1
3600	7433	108
3600	7703	5
3600	9009	19
3600	9210	12
3600	9219	5
3600	9236	13
3600	9281	3
3600	9327	11
3600	9338	7
3600	9377	4
3600	9948	1
3600	9990	3
3600	10027	8
3600	10390	149
3600	10815	10
3600	11727	2
3600	11953	15
3600	12094	27
3600	12129	11
3600	12436	42
3600	12736	12
3600	13165	16
3600	13806	99
3600	13884	14
3600	14206	38
3600	14277	4
3600	15055	1
3600	15971	2
3600	16446	5
3600	16860	3
3600	17837	7
3600	18816	22
3600	18850	110
3600	19017	6
3600	19354	6
3600	19534	56
3600	19549	4
3600	20164	3
3600	20225	6
3600	20603	9
3600	20719	13
3600	20807	6
3600	20988	7
3600	21909	3
3600	22742	5
3600	23272	3
3600	24064	1
3600	24252	3
3600	24462	1
3600	24973	5
3600	25017	1
3600	25044	11
3600	25156	1
3600	25685	2
3600	26060	1
3600	26286	1
3931	4565	17
3931	5710	43
3931	7318	8
3931	7433	14
3931	7703	25
3931	9009	78
3931	9210	45
3931	9219	19
3931	9236	68
3931	9281	14
3931	9327	32
3931	9338	4
3931	9377	11
3931	9948	5
3931	10027	61
3931	10815	16
3931	11727	5
3931	11953	99
3931	12094	10
3931	12129	37
3931	12641	2
3931	12736	75
3931	13109	2
3931	13165	61
3931	13806	300
3931	13884	8
